parietal_endo_rep1	parietal_endo_rep2	parietal_endo_rep3	parietal_endo_rep4	parietal_endo_rep5	parietal_endo_rep6
Chic2	696	387	197	206	469	457
Gsx2	1	3	0	0	1	0
Pdgfra	363	247	139	140	221	246
Kit	405	276	252	204	349	386
Kdr	4	3	3	1	2	3
Srd5a3	61	25	40	24	55	53
Tmem165	417	270	208	161	382	392
Clock	70	44	34	32	69	67
Gm7467	9	4	3	2	3	4
Pdcl2	0	0	0	1	1	0
Exoc1	49	34	23	13	43	48
Cep135	39	30	20	17	32	19
C530008M17Rik	2	4	3	2	6	3
Aasdh	10	9	0	5	2	5
Ppat	172	98	52	40	88	81
X2310040G07Rik	0	0	0	0	0	0
Paics	264	203	136	110	247	224
Srp72	518	324	242	196	472	409
Arl9	0	0	1	0	0	0
Hopx	31	34	16	12	36	34
Spink2	5	6	2	0	4	5
Rest	421	170	110	116	218	235
Noa1	48	29	26	14	30	31
Polr2b	154	73	48	41	71	88
Igfbp7	5	4	1	2	4	7
Adgrl3	4	4	0	1	0	2
Gm16054	0	0	0	0	0	0
Tecrl	0	0	0	0	0	0
Epha5	1	2	1	0	1	2
Cenpc1	63	36	18	27	39	49
Stap1	0	0	0	0	2	0
Uba6	84	58	23	29	67	83
Tmprss11b	0	1	0	0	0	0
Ythdc1	422	231	197	141	327	286
Ugt2b34	83	56	57	62	120	120
Sult1b1	1	0	1	0	1	1
Csn3	1	0	0	0	2	0
Jchain	0	0	0	0	1	0
Utp3	406	261	183	178	350	380
Rufy3	46	29	14	11	28	34
Grsf1	299	155	102	81	151	163
Mob1b	151	93	43	47	93	102
Dck	29	19	11	8	22	22
Gm42912	0	0	0	0	1	0
Slc4a4	23	19	5	2	9	15
Gc	1	2	0	0	1	2
Adamts3	0	1	0	1	0	0
Cox18	49	37	27	24	51	48
Ankrd17	693	471	321	233	522	565
Gm9958	3	4	1	1	4	2
Alb	3	1	1	0	0	1
Afp	42	20	20	26	118	74
Afm	0	0	0	0	0	1
Rassf6	0	1	1	0	1	3
Cxcl5	0	0	0	0	0	0
Ppbp	0	0	0	0	1	0
Pf4	0	0	0	0	0	0
Cxcl15	0	0	1	0	0	0
Cxcl1	0	1	0	0	1	1
Cxcl2	0	0	0	0	1	0
Mthfd2l	25	4	9	7	17	16
Areg	1	4	0	0	1	2
Btc	12	2	5	2	5	2
Parm1	64	58	49	43	65	74
Rchy1	102	47	37	45	73	79
Cdkl2	17	6	4	5	9	11
Gm26582	0	1	2	1	2	0
G3bp2	667	403	245	184	508	522
Uso1	259	162	91	104	212	215
Ppef2	0	2	0	1	2	4
Naaa	14	9	6	7	15	12
Sdad1	105	66	45	55	95	89
Art3	0	0	0	0	1	0
Cxcl10	25	9	10	10	21	26
Nup54	111	67	48	27	82	65
Scarb2	70	44	29	21	46	45
Stbd1	3	5	3	1	6	4
Ccdc158	0	1	2	0	1	1
Shroom3	50	33	29	16	40	54
X4932430I15Rik	1	0	1	0	0	0
Sowahb	21	3	2	4	7	7
Sept11	162	75	71	49	119	120
Ccni	253	108	93	99	193	203
X2010109A12Rik	4	8	5	7	4	5
Ccng2	101	63	39	36	62	45
Cxcl13	0	0	0	0	0	0
Cnot6l	157	93	58	62	122	116
Mrpl1	106	53	53	39	71	69
Fras1	11	9	5	5	11	9
Anxa3	33	17	19	14	43	44
Gm33370	12	16	8	6	17	21
Gm9484	0	1	0	1	0	1
Bmp2k	43	26	29	13	36	49
Paqr3	5	8	4	1	3	6
Naa11	0	0	0	0	1	0
Antxr2	3	1	0	0	4	3
Prdm8	1	0	0	0	0	1
Fgf5	2	0	2	2	1	3
X1700007G11Rik	0	1	0	1	0	2
Bmp3	0	1	0	1	0	0
Prkg2	1	3	2	0	1	4
Rasgef1b	43	29	28	31	31	44
Hnrnpd	741	331	242	219	461	477
Gm17092	20	10	10	8	21	10
X4930524J08Rik	14	5	3	6	8	6
Hnrnpdl	624	324	289	245	450	419
Enoph1	37	13	19	8	33	32
Tmem150c	3	0	1	0	1	2
Sec31a	403	258	182	190	349	417
X5430416N02Rik	58	38	34	26	43	51
Lin54	77	35	28	17	39	52
Cops4	255	158	117	95	218	252
Plac8	553	376	260	264	570	510
Coq2	109	68	40	32	82	77
Hpse	2	1	0	0	0	2
Helq	29	13	16	10	25	21
Mrps18c	254	173	126	109	250	240
Abraxas1	8	9	8	5	9	5
X4930458D05Rik	0	0	2	0	0	0
Gpat3	7	4	6	0	7	7
Nkx6.1	8	3	3	0	2	0
Cds1	7	5	6	2	8	14
Wdfy3	83	54	42	26	52	61
Gm29707	0	0	0	1	1	0
Arhgap24	4	6	3	2	5	8
Mapk10	1	2	0	0	1	1
Ptpn13	46	25	15	18	27	20
Aff1	97	58	64	37	71	99
Klhl8	4	3	2	2	2	2
Hsd17b11	42	46	19	24	38	46
Nudt9	94	52	38	35	69	67
Sparcl1	4	2	1	2	4	0
Spp1	38	37	9	12	18	21
Pkd2	32	19	14	8	18	16
BC005561	299	108	116	97	208	186
D930016D06Rik	20	13	7	9	22	24
Zfp951	11	7	6	8	7	8
Gbp8	0	0	0	0	1	1
Gbp9	3	4	2	1	0	1
Gbp4	6	3	1	2	0	3
Lrrc8b	11	3	6	9	8	5
Lrrc8c	27	25	17	10	25	22
Lrrc8d	22	13	9	8	16	8
Zfp326	278	146	121	78	205	208
Barhl2	1	0	0	0	1	0
Gm28050	5	5	0	2	8	8
Zfp644	660	353	355	281	541	555
Hfm1	1	0	0	0	1	1
Cdc7	28	21	16	17	21	13
Tgfbr3	156	93	68	71	107	95
Brdt	10	7	10	7	12	9
Ephx4	20	12	8	9	23	18
A830010M20Rik	12	13	11	6	14	15
X1700028K03Rik	0	0	0	1	3	0
Glmn	72	28	29	24	46	59
Rpap2	42	28	23	17	26	26
Evi5	128	90	58	48	105	84
Rpl5	4262	2529	1882	1630	3715	3282
Fam69a	6	3	1	9	8	13
Mtf2	165	95	54	38	100	110
Tmed5	228	132	80	65	160	152
Ccdc18	33	33	9	10	23	20
Dr1	67	37	16	13	24	34
Pigg	8	9	7	4	13	16
Gm42517	0	0	0	0	0	0
Pde6b	0	0	0	0	0	0
Atp5k	213	167	130	127	298	267
Pcgf3	60	49	31	18	49	55
Cplx1	0	0	0	0	0	0
Gak	87	47	38	29	65	53
Tmem175	26	16	11	7	28	24
Dgkq	8	10	4	4	7	10
Idua	14	13	9	4	15	7
Fgfrl1	41	20	12	9	15	13
Crlf2	194	143	114	78	207	208
X5430403G16Rik	6	7	2	4	8	11
X4930522L14Rik	12	13	6	6	9	12
A430073D23Rik	0	0	0	0	0	2
Gm26779	0	0	0	0	0	3
Gm26808	0	0	1	0	0	1
Gm15446	4	0	0	0	0	0
Zfp932	6	1	0	4	5	3
Gm17655	1	3	1	1	3	1
Gm35315	2	1	4	1	4	2
Plcxd1	5	2	7	4	12	8
Gtpbp6	56	29	15	16	42	31
Zfp605	4	2	4	3	5	8
Chfr	54	37	22	25	58	59
Golga3	105	67	58	49	123	108
Gm43137	4	1	1	1	2	2
Ankle2	58	29	19	25	42	40
Pgam5	30	26	23	13	36	30
Gm26718	0	1	0	1	0	1
Pxmp2	30	11	11	8	20	19
Pole	26	19	17	11	26	29
Lrcol1	0	0	0	0	0	0
Fbrsl1	76	40	22	24	44	43
Galnt9	0	1	0	0	0	0
Noc4l	40	25	24	17	51	32
Ddx51	16	5	11	7	9	15
Gm42595	2	2	1	2	2	3
Ep400	173	105	77	65	118	123
Gm15559	1	4	1	1	0	1
Pus1	70	36	25	24	56	40
Ulk1	76	39	24	23	31	51
Hscb	85	57	39	31	63	62
Chek2	36	21	11	19	28	27
Ttc28	39	30	11	7	18	20
Pitpnb	173	84	78	63	158	155
Gm43118	1	1	0	1	3	1
Mn1	9	3	6	4	11	7
C130026L21Rik	0	0	0	0	0	0
E130006D01Rik	9	9	4	2	5	5
Miat	0	0	0	1	4	1
Cryba4	1	0	0	0	0	0
Tpst2	87	30	26	31	47	51
Tfip11	37	25	19	26	39	34
Srrd	32	23	14	13	43	39
Hps4	39	34	11	23	39	47
Asphd2	2	2	2	0	2	0
Sez6l	0	0	0	0	0	0
Myo18b	0	0	0	1	1	0
Grk3	7	6	5	2	4	6
Crybb3	3	1	2	0	1	2
X2900026A02Rik	22	14	1	3	19	12
Tmem211	0	0	0	0	1	0
Sgsm1	24	6	10	6	17	16
Wscd2	0	0	0	0	0	0
Cmklr1	26	21	14	11	19	22
Ficd	22	12	19	10	20	27
Sart3	73	36	31	25	69	51
Iscu	165	120	84	68	149	143
Tmem119	0	1	0	1	0	0
Selplg	1	9	5	2	6	2
Coro1c	176	82	84	73	124	129
Ssh1	28	16	6	7	21	16
Svop	0	0	0	1	0	2
Usp30	25	10	11	4	24	19
Alkbh2	42	41	21	13	43	36
Ung	75	38	27	17	48	55
Acacb	0	2	1	0	2	1
Foxn4	1	0	0	0	0	1
Myo1h	1	1	0	0	1	2
Kctd10	104	64	48	31	73	75
Ube3b	49	29	19	11	41	34
Mmab	33	19	12	6	26	15
Mvk	30	17	18	12	32	27
Fam222a	2	4	0	1	3	1
Trpv4	0	0	0	0	0	0
Gltp	61	52	23	30	49	55
Tchp	37	22	22	15	30	24
Git2	102	61	29	28	46	48
X4930515G01Rik	2	2	0	1	4	1
Ankrd13a	71	36	26	26	45	46
X1500011B03Rik	19	12	12	7	22	16
X2610524H06Rik	94	68	38	34	76	84
Oasl2	53	69	21	16	42	37
Oasl1	0	0	0	0	0	0
X2210016L21Rik	142	89	77	70	147	141
Hnf1a	4	1	4	2	7	5
Hnf1aos1	20	6	8	7	8	11
Sppl3	192	89	78	70	144	129
Gm10401	1	0	0	0	2	0
Acads	127	119	69	59	148	134
Unc119b	53	26	19	25	38	47
Mlec	441	271	231	189	422	407
Cabp1	1	2	1	0	0	1
Pop5	241	140	120	114	280	248
Rnf10	448	197	163	122	273	285
Coq5	50	33	33	28	51	53
Dynll1	1921	1229	847	731	1738	1688
Gm13830	1	0	1	2	1	1
Srsf9	426	227	163	135	312	308
Gatc	30	27	8	12	32	25
Triap1	93	53	45	33	80	72
Cox6a1	1024	781	590	538	1107	1039
Gm42903	0	2	0	1	1	1
Msi1	10	6	8	2	5	2
Pla2g1b	4	1	2	1	4	2
Sirt4	4	4	4	6	6	11
Pxn	45	18	17	17	40	23
Rplp0	9134	6164	4568	3664	8091	7629
Gcn1l1	155	92	66	58	143	137
X1110006O24Rik	5	3	4	3	4	4
Rab35	128	59	41	34	70	78
Bicdl1	17	6	9	6	13	10
Cit	42	22	26	15	49	25
Gm14508	1	0	1	2	4	5
Prkab1	64	56	41	25	77	94
Gm13842	0	0	0	0	0	0
C330018A13Rik	3	0	0	0	0	0
Ccdc60	0	1	0	0	0	0
Hspb8	6	6	0	2	5	5
Srrm4os	1	0	0	1	1	0
Srrm4	0	1	0	0	1	1
Suds3	203	126	66	66	154	161
X9530046B11Rik	5	4	3	1	2	1
Taok3	91	64	53	22	68	74
Pebp1	785	484	384	346	829	764
Gm10399	3	4	2	0	6	4
Vsig10	29	20	13	13	23	24
Wsb2	250	111	96	72	179	183
Rfc5	153	67	57	43	95	84
Gm15728	2	5	3	0	4	3
Ksr2	6	4	4	3	7	4
Nos1	3	3	5	1	2	1
Fbxo21	78	47	34	42	71	61
Tesc	407	214	204	148	433	418
Fbxw8	100	61	45	39	82	85
Gm9754	1	1	0	2	2	0
Hrk	28	3	6	9	14	6
Rnft2	3	2	2	0	0	3
X2410131K14Rik	33	28	26	12	34	39
Med13l	150	89	60	38	118	122
Tbx3os1	0	0	0	1	1	0
Tbx3	127	36	12	16	47	27
Tbx5	0	0	0	0	0	0
Rbm19	37	19	15	13	35	31
Gm10390	0	0	0	0	0	0
Gm27199	1	0	0	0	2	0
Lhx5	1	0	1	2	1	2
Sdsl	51	19	24	15	43	53
Plbd2	127	80	59	53	117	107
Slc8b1	16	18	5	3	13	10
Tpcn1	34	29	19	13	36	32
Iqcd	2	1	0	1	0	0
Rita1	17	14	7	8	18	25
Ddx54	150	88	62	57	109	120
Gm43579	1	0	0	0	1	0
Cfap73	0	0	0	0	0	0
Rasal1	4	5	3	4	10	6
Dtx1	1	2	0	0	0	3
Oas2	1	2	0	0	3	0
Oas3	4	3	0	0	2	1
Oas1c	3	4	2	2	6	6
Oas1g	2	2	1	1	0	1
Oas1a	5	4	1	0	2	2
Oas1d	0	0	0	0	0	0
Rph3a	0	0	0	0	0	0
Ptpn11	201	90	88	66	149	151
Rpl6	4741	3237	2509	2160	4451	4060
Hectd4	33	22	26	13	34	30
Trafd1	40	23	25	22	40	52
Gm42918	0	1	1	0	1	1
Naa25	91	59	47	32	72	75
Erp29	1712	1218	801	687	1671	1625
Tmem116	26	9	11	11	16	17
Adam1b	0	0	0	0	1	1
Adam1a	2	0	0	0	0	0
Mapkapk5	12	3	1	1	4	2
Aldh2	105	49	26	38	63	65
Acad12	9	4	6	2	10	8
Acad10	12	5	4	3	3	6
Brap	55	39	26	14	39	51
Atxn2	253	130	102	74	150	178
Gm16552	8	2	2	0	1	4
Sh2b3	22	3	8	9	8	12
Fam109a	16	13	11	6	17	11
Cux2	1	0	1	0	2	1
Gm15637	0	0	0	0	0	0
Myl2	1	2	2	0	1	0
Ccdc63	0	0	0	2	1	0
Ppp1cc	421	254	176	168	365	316
Hvcn1	0	5	1	2	4	2
Tctn1	15	7	3	3	12	13
Pptc7	33	24	11	15	29	25
Rad9b	7	11	5	3	6	3
Vps29	457	271	203	176	390	359
Fam216a	134	85	63	55	137	120
Gpn3	89	35	42	23	62	55
Arpc3	572	401	224	230	500	528
Anapc7	82	56	40	23	71	76
Atp2a2	424	232	217	160	364	340
Ift81	41	33	14	21	38	36
P2rx7	0	0	0	0	1	0
P2rx4	97	63	63	53	129	108
Camkk2	26	11	16	9	20	30
Anapc5	356	198	135	121	253	240
Rnf34	55	33	26	13	44	42
Kdm2b	55	34	23	18	36	44
A930024E05Rik	2	0	1	0	1	1
Gm2479	0	0	0	0	0	0
Orai1	96	41	36	27	79	65
Morn3	0	0	1	0	0	0
Tmem120b	32	23	20	7	37	36
Rhof	8	3	6	2	7	12
AI480526	10	6	13	8	9	8
Gm38102	1	5	5	4	3	1
X4932422M17Rik	5	2	4	6	7	11
Setd1b	72	42	23	16	63	71
Psmd9	178	86	51	66	163	141
Gm43409	0	0	0	0	1	0
Wdr66	2	0	0	1	1	1
Gm15860	0	0	1	0	1	1
Bcl7a	31	12	5	6	14	11
Mlxip	34	23	21	16	19	30
Diablo	53	38	20	32	69	62
B3gnt4	2	0	0	1	2	1
Vps33a	25	11	13	14	28	28
Clip1	117	58	73	76	95	139
Zcchc8	63	46	37	27	54	60
Rsrc2	412	242	194	149	310	319
Kntc1	24	11	11	8	20	11
Denr	330	206	141	139	324	288
Ccdc62	2	1	2	1	1	1
Hip1r	34	22	22	24	32	42
Vps37b	101	27	44	34	76	80
Abcb9	6	4	3	1	8	5
Ogfod2	28	20	8	6	30	30
Arl6ip4	195	117	82	84	177	161
Pitpnm2	11	4	3	3	7	4
Mphosph9	26	14	6	7	15	14
X2810006K23Rik	27	17	18	12	26	31
Cdk2ap1	21	21	20	11	29	23
Sbno1	360	234	126	100	257	266
Kmt5a	559	273	290	263	458	467
Rilpl2	40	34	17	20	55	52
Snrnp35	36	23	16	17	25	29
Rilpl1	46	43	17	16	30	40
Tmed2	1195	662	519	415	948	953
Ddx55	70	43	30	31	49	57
Eif2b1	96	60	62	45	89	87
Gtf2h3	30	22	20	10	28	27
Atp6v0a2	47	38	20	15	43	41
Dnah10	0	0	0	0	1	0
Ccdc92	6	2	0	2	3	3
Zfp664	77	42	27	31	50	55
Rflna	0	0	0	0	1	0
Ncor2	46	31	27	20	53	44
Gm32585	0	0	0	1	0	1
Scarb1	19	13	1	2	11	12
Ubc	3192	1702	1200	1078	2030	1921
Gm10382	4	4	1	0	1	1
Dhx37	13	6	2	0	8	8
Bri3bp	112	85	57	54	109	110
Aacs	16	12	6	2	16	13
Tmem132b	0	0	0	0	0	0
Tmem132c	2	2	0	1	1	0
Slc15a4	34	17	20	9	41	33
Glt1d1	2	6	1	2	1	3
Tmem132d	0	0	0	0	0	0
X5930412G12Rik	1	0	1	0	0	1
Fzd10	0	0	0	0	0	0
Piwil1	0	0	0	0	1	0
Rimbp2	1	0	2	0	0	0
Gm42875	0	1	0	0	1	0
Stx2	13	8	9	2	18	12
Ran	1633	949	759	626	1445	1309
Adgrd1	1	0	0	0	0	0
Sfswap	119	69	44	40	92	92
Mmp17	2	2	1	0	0	1
Zfp11	4	1	1	2	4	2
Mrps17	244	191	146	133	249	253
Nipsnap2	112	80	61	56	107	103
Psph	190	108	74	82	181	159
Sumf2	81	75	36	41	75	67
Phkg1	1	2	0	2	0	2
Chchd2	2585	1901	1445	1336	3164	2795
Zbed5	35	6	18	12	12	15
Nupr1l	0	2	2	1	1	3
Vkorc1l1	122	72	46	48	87	88
Gusb	45	44	15	17	42	30
Asl	77	57	24	38	70	55
Crcp	51	29	24	17	53	41
Tpst1	15	15	11	5	16	16
Kctd7	3	0	2	1	1	1
Rabgef1	80	36	35	30	76	67
Tmem248	298	209	162	138	291	285
Gm6598	7	2	1	3	5	3
Sbds	315	202	130	127	321	288
Tyw1	63	40	23	23	50	39
Caln1	0	0	0	0	0	0
Galnt17	5	2	0	4	7	8
Gm29681	0	0	0	0	0	0
Auts2	25	25	22	16	36	37
Gatsl2	50	40	28	26	38	42
Rcc1l	44	10	10	20	34	33
Gtf2ird2	10	4	1	6	4	11
Ncf1	0	0	0	0	2	0
Gtf2i	135	83	63	64	156	134
Gtf2ird1	83	50	39	29	66	61
Clip2	18	12	12	9	14	18
Rfc2	147	123	88	60	139	139
Lat2	4	1	0	1	2	2
Eif4h	568	417	271	291	582	599
Limk1	17	11	11	6	22	25
Gm10369	4	5	2	4	5	4
Eln	0	0	0	0	0	1
Mettl27	20	8	7	8	21	17
Cldn4	86	15	7	10	46	48
Cldn3	42	27	10	3	30	17
Wbscr25	1	0	1	0	2	1
Abhd11	37	18	16	17	36	31
Stx1a	1	2	0	1	1	1
Bud23	107	63	49	41	88	80
Dnajc30	53	39	19	23	50	41
Vps37d	8	5	2	7	9	9
Mlxipl	0	0	1	1	0	1
Tbl2	27	21	20	17	35	47
Bcl7b	112	61	72	64	108	119
Baz1b	312	145	117	82	216	266
Fzd9	0	2	0	1	2	2
Fkbp6	2	1	0	0	0	2
Nsun5	11	15	16	12	13	19
Pom121	239	128	86	93	148	148
Hip1	78	46	32	30	55	63
Rhbdd2	32	22	20	18	31	47
Por	53	36	26	19	68	56
Tmem120a	83	52	37	33	82	71
Styxl1	0	0	0	1	0	0
Mdh2	764	466	396	306	688	642
Srrm3	1	3	0	0	1	1
Hspb1	419	204	155	161	323	347
Ywhag	258	110	83	69	149	174
Ssc4d	3	2	5	2	2	6
Zp3	0	0	0	1	0	0
Dtx2	51	26	17	17	31	41
Upk3b	0	1	0	0	1	1
Upk3bl	1	1	2	0	2	1
Rasa4	0	0	2	0	3	2
Polr2j	395	224	183	159	377	329
Lrwd1	62	31	26	25	55	43
Alkbh4	10	7	4	0	9	12
Orai2	3	4	0	0	2	2
Prkrip1	95	68	51	47	98	80
Sh2b2	1	3	1	0	3	0
Cux1	98	66	40	29	54	91
Col26a1	0	0	0	0	1	0
Ift22	42	25	32	18	52	58
X4933404O12Rik	2	0	1	2	2	7
Fis1	410	256	186	169	385	343
Cldn15	2	0	1	0	0	1
Znhit1	115	81	68	38	102	95
Plod3	304	206	134	111	271	273
Vgf	2	2	1	3	0	2
Ap1s1	159	105	69	66	154	140
Serpine1	3	2	2	2	2	2
Trim56	23	15	11	11	26	20
Muc3	14	8	8	4	10	13
Muc3a	11	4	1	0	2	6
Ache	22	26	6	4	18	34
Ufsp1	63	35	22	16	58	54
Srrt	187	111	83	79	202	189
Trip6	75	39	30	26	62	48
Slc12a9	25	15	8	11	19	22
Ephb4	15	16	5	8	22	9
Zan	3	0	0	0	0	0
Pop7	151	103	72	65	146	120
X9130604C24Rik	6	0	0	2	2	0
Gigyf1	77	53	40	31	63	67
Gnb2	665	434	306	253	610	560
Actl6b	0	0	0	0	0	0
Tfr2	0	0	0	0	0	0
Mospd3	42	18	18	11	24	22
Pcolce	4	3	3	2	7	4
Fbxo24	0	0	1	0	0	2
Gm36266	0	0	0	0	1	0
Irs3	1	0	0	0	0	1
Agfg2	41	32	16	12	29	29
Nyap1	3	3	2	4	2	5
Tsc22d4	65	48	33	23	80	57
Ppp1r35	57	36	29	31	40	33
Mepce	74	59	57	30	66	71
Zcwpw1	18	14	11	15	16	21
Pilra	2	1	4	2	5	4
Pilrb1	0	0	0	0	0	0
Gm36551	0	1	0	0	0	0
Pilrb2	0	1	0	1	0	1
Cyp3a13	6	3	0	5	5	9
Zkscan1	45	29	19	17	37	45
Zscan21	33	19	16	18	34	40
Zfp113	16	15	13	6	16	13
Cops6	271	190	146	117	296	278
Mcm7	254	135	127	87	185	163
Ap4m1	63	29	30	31	54	65
Taf6	52	32	27	18	46	36
Cnpy4	47	32	19	22	41	41
Mblac1	3	7	0	0	3	4
Nxpe5	0	0	0	0	0	0
Lamtor4	327	270	189	155	341	316
BC037034	18	13	8	7	16	17
X6330418K02Rik	8	7	4	0	4	5
Gpc2	0	0	0	0	2	2
Stag3	0	4	5	3	6	2
Gm10874	1	1	0	1	0	1
Zfp157	17	14	13	7	12	19
Zfp68	37	38	23	22	38	37
A430033K04Rik	4	2	4	0	2	2
Fam20c	50	22	16	14	24	27
Pdgfa	76	53	39	38	58	70
X6330403L08Rik	3	2	1	1	3	2
Prkar1b	3	5	3	2	2	1
Dnaaf5	14	8	6	9	8	5
Sun1	49	20	14	23	32	42
Get4	151	109	80	64	131	145
Adap1	5	0	2	1	1	5
Cox19	110	74	41	37	107	94
X3110082I17Rik	30	26	13	11	30	21
Gpr146	69	57	41	35	82	69
C130050O18Rik	0	1	2	0	0	0
Gper1	0	0	0	0	0	0
Zfand2a	15	8	8	16	17	19
Uncx	1	0	0	0	0	0
Micall2	2	0	0	2	0	1
Ints1	42	42	30	12	55	38
Mafk	141	55	38	34	77	95
Tmem184a	9	6	3	5	8	12
Psmg3	42	35	23	21	70	41
Elfn1	2	0	0	1	6	5
Mad1l1	40	29	14	19	39	48
Nudt1	62	33	23	22	51	54
Mrm2	17	14	5	4	16	13
Snx8	47	40	29	22	38	40
Eif3b	332	190	146	108	304	271
Chst12	24	28	18	9	36	25
Grifin	0	0	0	0	1	0
Lfng	1	0	0	1	1	0
Ttyh3	22	11	10	10	16	11
Iqce	11	11	13	2	9	15
Brat1	9	6	5	6	6	7
Amz1	1	0	2	2	0	1
Gna12	123	83	50	52	81	86
Card11	0	0	0	0	0	0
Sdk1	11	7	5	7	13	7
Foxk1	20	15	15	9	23	22
Ap5z1	6	9	7	6	5	13
Radil	1	0	1	0	0	0
Papolb	1	0	1	0	1	0
Mmd2	0	0	0	0	0	0
Wipi2	103	82	45	41	84	94
Slc29a4	2	2	0	0	4	1
Tnrc18	117	87	45	44	78	76
Fbxl18	22	13	11	8	10	20
Actb	5668	3189	2602	2117	4360	4324
Fscn1	222	86	71	59	157	155
Rnf216	123	72	44	46	104	117
Olfr718.ps1	0	0	0	0	0	0
Rbakdn	1	0	0	0	0	0
Rbak	14	6	15	5	10	14
Spdye4a	0	0	0	0	0	0
Zfp12	6	10	5	2	5	5
Zfp316	9	8	7	3	8	11
BC030343	1	1	0	0	0	0
Zfp853	0	0	0	0	0	1
E130309D02Rik	65	31	32	24	58	67
Zdhhc4	33	19	14	10	28	35
X0610040B10Rik	5	5	7	3	14	17
Kdelr2	1004	669	498	423	961	920
Daglb	27	8	19	9	22	22
Rac1	675	408	251	228	531	557
Fam220a	84	39	37	32	63	46
Cyth3	76	48	35	34	43	59
Usp42	41	15	15	11	26	34
D130017N08Rik	0	0	0	0	0	0
Eif2ak1	66	51	32	17	59	64
Ankrd61	0	0	0	0	0	0
Aimp2	90	52	49	51	124	80
Pms2	19	20	17	13	22	30
Rsph10b	0	0	1	0	1	0
Ccz1	132	73	47	45	91	106
Lmtk2	36	19	15	10	24	34
Bhlha15	2	1	2	0	3	2
Tecpr1	31	24	14	19	35	24
X2900089D17Rik	7	7	2	4	4	7
Bri3	1274	674	479	448	1005	1045
Baiap2l1	131	56	56	55	110	102
Nptx2	18	10	9	6	10	20
Tmem130	2	3	2	1	2	3
Trrap	225	127	89	88	167	167
Smurf1	64	32	33	23	48	58
Arpc1a	365	244	177	135	296	292
Arpc1b	309	206	132	100	244	215
Pdap1	612	399	341	289	684	647
Bud31	270	192	132	120	253	262
Ptcd1	23	22	5	11	21	20
Cpsf4	31	22	20	14	25	26
Atp5j2	989	844	590	561	1153	1095
Zkscan14	24	18	10	16	14	21
Zkscan5	5	5	6	6	18	12
Zfp655	205	107	114	73	122	122
Zscan25	6	2	3	5	6	2
B230303O12Rik	2	0	0	0	1	2
Gm43625	1	3	0	2	1	1
Rnf6	122	74	56	68	116	109
Cdk8	129	60	56	40	114	123
Wasf3	1	1	1	1	6	3
Usp12	74	37	35	22	43	67
Rpl21	1269	1092	931	803	2002	1645
Rasl11a	7	2	1	1	4	3
Gtf3a	121	65	50	38	102	89
Mtif3	26	20	20	16	47	39
Lnx2	12	13	6	6	17	8
Polr1d	811	465	294	243	646	583
Pdx1	0	1	2	1	3	6
Cdx2	13	4	4	4	9	6
Flt3	0	0	0	0	0	0
D5Ertd605e	1	0	0	0	0	0
Pan3	106	74	48	42	87	81
Flt1	1215	561	367	336	708	677
Pomp	613	376	259	204	538	529
Slc46a3	17	13	4	5	14	16
Gm15721	0	0	0	0	0	0
Mtus2	39	52	24	25	43	48
Slc7a1	135	86	55	56	89	119
Ubl3	147	90	61	63	107	119
Katnal1	9	5	5	8	9	6
X5930430L01Rik	1	1	2	1	2	3
Hmgb1	455	300	196	170	374	363
X5730422E09Rik	1	0	0	1	0	2
Gm43332	0	0	0	1	0	0
Uspl1	66	32	29	15	44	41
Alox5ap	0	1	0	0	0	1
Medag	0	0	0	0	0	0
Tex26	0	0	0	0	1	0
Wdr95	0	0	0	0	0	0
Hsph1	164	79	45	46	106	114
Gm20005	0	0	1	0	1	0
B3glct	65	39	26	18	52	32
Rxfp2	0	0	0	0	0	0
Fry	1	2	2	1	4	2
Brca2	48	22	23	10	47	39
N4bp2l1	18	15	12	6	12	16
Gm43598	3	1	1	1	2	4
Gm43597	7	3	3	3	8	1
N4bp2l2	255	165	133	107	250	251
Pds5b	87	58	51	27	68	57
Stard13	4	2	1	3	3	9
D730045B01Rik	1	0	1	1	0	1
Rfc3	101	65	67	46	90	85
Samd9l	2	4	2	1	3	3
Hepacam2	0	0	0	0	0	0
Vps50	38	42	18	13	32	43
Calcr	0	0	0	0	1	0
Tfpi2	0	0	0	0	0	0
Gng11	7	1	4	0	2	2
Bet1	127	93	62	52	131	121
Col1a2	3	7	3	3	5	5
Casd1	30	18	15	10	31	29
Sgce	200	110	63	79	145	147
Peg10	1240	418	398	334	628	661
Ppp1r9a	33	24	19	7	17	29
Pon1	0	0	0	0	0	0
Pon3	8	4	0	2	1	6
Pon2	121	94	34	25	69	60
Asb4	10	3	2	2	3	2
Pdk4	1	0	0	0	0	0
Dync1i1	0	0	0	0	0	0
Slc25a13	94	34	35	34	73	65
Sem1	999	687	501	492	1164	995
Dlx6os1	0	2	0	0	0	0
Dlx5	0	1	0	0	0	0
Sdhaf3	54	27	15	11	37	29
Tac1	0	1	0	0	0	0
Asns	195	110	86	79	165	145
C1galt1	142	61	35	41	77	83
Mios	24	19	16	13	24	22
Rpa3	124	59	47	27	67	44
Umad1	11	10	7	4	15	15
Glcci1	4	3	5	5	3	4
Ica1	105	113	61	46	151	135
Nxph1	0	0	0	0	0	0
