pluripotent_NA18511	pluripotent_NA18856	pluripotent_NA18858	pluripotent_NA18912	pluripotent_NA19140	pluripotent_NA19159	pluripotent_NA19160	pluripotent_NA19210
ACSM4	0	2	4	0	0	2	0	8
CD163L1	4	83	73	49	8	15	4	74
CD163	0	0	13	2	0	0	4	0
APOBEC1	0	0	6	0	0	0	0	0
GDF3	5805	88	46223	479	130	86	3394	1228
DPPA3	6080	49	4328	68	496	66	1694	1317
CLEC4C	2	3	16	3	3	1	4	5
NANOGNB	1	0	16	2	1	0	0	3
NANOG	3470	180	35040	1009	371	252	1843	2448
SLC2A14	131	22	2982	156	26	22	53	154
SLC2A3	8013	854	98770	2562	409	1126	5625	3408
FOXJ2	280	77	3110	63	16	35	215	101
C3AR1	1	3	0	0	0	0	0	1
NECAP1	838	181	9762	147	22	50	438	237
CLEC4A	5	10	98	8	2	3	3	9
ZNF705A	0	0	1	0	0	0	0	0
FAM90A1	30	4	126	12	0	0	28	11
CLEC6A	9	2	74	5	1	1	6	16
CLEC4D	25	3	233	3	0	2	20	23
CLEC4E	3	0	43	0	0	0	6	0
AICDA	9	1	108	4	1	1	3	4
MFAP5	24	9	256	35	0	5	4	1
RIMKLB	1211	857	15253	855	164	231	931	1008
A2ML1	59	19	1209	44	11	17	42	105
PHC1	1728	594	29409	1148	209	396	1381	2413
M6PR	2314	1167	40775	993	172	365	1389	1557
KLRG1	183	243	2774	129	32	65	199	210
A2M	7	117	31	31	11	14	4	51
PZP	1	72	12	22	10	16	2	28
KLRB1	3	63	94	11	3	6	2	15
CLEC2D	154	483	2684	240	65	139	156	425
CLECL1	0	1	0	0	0	0	1	1
CD69	4	2	16	1	0	0	0	2
KLRF1	5	0	87	1	0	2	6	4
CLEC2B	0	0	2	0	0	0	0	0
KLRF2	0	6	0	5	0	0	0	5
CLEC2A	1	52	8	14	0	6	2	47
CLEC12A	0	2	3	0	0	0	0	1
CLEC1B	1	0	10	0	0	0	0	0
CLEC12B	1	0	0	0	0	0	1	0
CLEC9A	0	1	2	0	0	0	0	0
CLEC1A	2	0	10	2	0	1	0	1
CLEC7A	199	1	168	4	8	2	154	32
OLR1	0	2	2	4	0	0	0	0
TMEM52B	0	2	1	2	1	1	0	0
GABARAPL1	2915	289	30827	442	80	123	1528	683
KLRD1	6	33	27	32	12	10	5	17
KLRK1	1	4	1	7	1	0	0	3
KLRC4	0	0	0	1	0	1	0	0
KLRC3	0	0	0	0	0	0	0	1
KLRC2	0	0	4	1	0	0	0	0
KLRC1	0	0	3	0	0	0	0	0
EIF2S3B	40	6	553	24	3	4	13	20
MAGOHB	5473	1234	61377	1130	154	373	2800	1063
STYK1	81	7	433	36	2	13	30	28
YBX3	19318	2498	193126	3487	519	1180	12033	4917
TAS2R7	0	0	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	1	0	1
TAS2R9	0	0	0	0	1	0	0	1
PRH1	185	1705	909	1085	220	358	63	1356
TAS2R10	0	5	0	1	0	0	0	2
PRR4	3	120	23	43	3	16	0	55
TAS2R13	0	2	0	1	0	1	0	5
PRH2	0	4	0	0	0	0	0	1
TAS2R14	0	71	17	43	10	17	0	68
TAS2R50	0	2	0	0	0	0	0	2
TAS2R20	0	3	0	1	0	0	0	3
TAS2R19	0	8	0	6	1	2	0	7
TAS2R31	0	9	0	25	5	6	0	18
TAS2R46	0	7	0	2	0	1	0	3
TAS2R43	0	0	3	4	0	0	0	1
TAS2R30	0	18	0	14	3	2	0	30
SMIM10L1	0	910	0	716	136	318	0	1160
TAS2R42	0	0	0	0	0	0	0	0
PRB3	11	7	122	12	3	2	2	14
PRB4	0	1	0	0	0	0	0	0
PRB1	0	11	0	5	1	2	0	12
PRB2	0	1	1	0	0	1	0	8
ETV6	834	1058	12093	699	156	227	378	1143
BCL2L14	28	588	352	353	75	125	27	527
LRP6	1691	1999	18332	1335	278	465	1174	1957
MANSC1	188	93	2871	60	15	13	119	68
BORCS5	643	312	7287	184	54	83	404	390
DUSP16	538	582	8938	510	167	207	467	773
CREBL2	649	212	8929	158	50	73	447	276
GPR19	506	227	9133	216	29	84	279	253
CDKN1B	1213	689	13357	332	89	168	757	727
APOLD1	8	675	178	117	79	63	11	287
DDX47	45	18	419	9	2	2	26	16
GPRC5A	41	18	119	102	18	20	21	11
GPRC5D	0	1	1	3	0	1	0	0
HEBP1	1110	925	19285	698	100	294	1082	635
FAM234B	246	196	4129	143	16	43	187	165
GSG1	24	13	536	13	4	6	21	10
EMP1	15	21	122	14	0	15	1	6
GRIN2B	23	42	223	102	12	14	13	85
ATF7IP	2983	3006	29059	2219	469	840	1704	3353
PLBD1	1501	135	11635	158	79	69	1142	1024
GUCY2C	11	15	225	85	9	16	14	185
HIST4H4	96	37	966	24	11	11	62	38
H2AFJ	6231	1032	52676	1386	240	293	2303	1655
WBP11	5447	1511	69141	1409	249	451	3570	2032
C12orf60	69	103	869	38	9	21	71	100
SMCO3	0	1	1	1	0	0	0	1
ART4	0	10	11	5	5	0	0	6
MGP	3	6	44	1	0	0	1	4
ERP27	2	3	22	66	2	15	3	1
ARHGDIB	13	34	706	79	5	21	15	1
PDE6H	4	2	7	0	0	0	0	0
RERG	9	182	161	124	38	37	10	70
PTPRO	13	642	207	181	118	142	12	206
EPS8	203	1120	2271	370	130	189	154	742
STRAP	14685	3605	167266	3210	556	1189	9636	4652
DERA	429	1518	6782	829	188	346	655	1000
SLC15A5	0	17	0	1	0	2	0	7
MGST1	28894	8260	296956	5871	1119	2127	19561	8579
LMO3	70	1151	672	141	93	124	68	630
RERGL	16	23	29	12	7	7	2	17
PIK3C2G	1	25	6	48	17	33	0	5
PLCZ1	1	5	25	8	2	2	2	2
CAPZA3	0	0	0	0	0	0	0	0
PLEKHA5	4963	12516	60038	6555	1483	3207	2983	9822
AEBP2	2371	1118	30811	1003	241	400	1295	2421
PDE3A	14	328	838	529	87	97	93	389
SLCO1C1	0	9	42	4	0	0	2	5
SLCO1B3	0	1	0	0	0	0	1	0
SLCO1B7	0	0	0	0	0	0	0	1
SLCO1B1	71	168	1318	91	26	17	77	181
SLCO1A2	409	606	3388	544	115	85	299	640
IAPP	10	148	65	28	6	20	7	48
PYROXD1	394	270	2266	157	47	46	211	299
RECQL	1681	636	24140	597	123	190	1265	983
GOLT1B	1292	591	14763	463	88	188	803	712
SPX	6	10	95	3	0	1	15	6
GYS2	0	3	0	1	2	2	0	5
LDHB	73212	18220	822790	16834	2793	5561	52308	24315
KCNJ8	17	40	614	19	2	5	20	5
ABCC9	1	52	21	9	2	5	2	20
CMAS	4863	1103	68423	898	199	348	3161	1937
ST8SIA1	21	792	332	170	62	115	13	465
C2CD5	821	1024	9260	556	164	217	494	1206
ETNK1	2143	1963	22857	1224	311	569	1709	1971
SOX5	41	7873	627	2002	648	1249	58	4670
BCAT1	2159	2487	28242	1869	304	713	1926	3275
LRMP	0	5	5	1	0	1	0	1
CASC1	12	103	89	25	11	27	5	43
ETFRF1	753	398	7393	238	59	85	447	343
KRAS	7056	1981	75105	2057	397	732	4601	3326
LMNTD1	2	47	18	10	1	5	1	45
RASSF8	927	1554	11500	791	231	408	581	1578
BHLHE41	303	12	6679	47	9	20	309	66
SSPN	73	147	669	56	8	29	85	65
ITPR2	641	384	8701	487	68	161	458	1452
INTS13	2496	474	27310	486	113	233	1795	879
FGFR1OP2	1578	965	20884	584	124	250	1118	926
TM7SF3	2995	1027	38824	761	145	317	1501	1492
MED21	3535	737	37607	787	134	300	2144	1115
C12orf71	0	0	1	0	0	0	0	0
STK38L	990	831	15292	463	93	189	634	741
ARNTL2	236	143	2916	137	29	40	200	239
SMCO2	2	5	51	5	1	0	0	9
PPFIBP1	577	802	8071	905	90	215	496	653
REP15	12	5	168	8	0	0	13	8
MRPS35	5213	1095	63262	917	195	332	2840	1480
MANSC4	0	3	3	2	1	1	0	3
KLHL42	853	640	8982	369	91	170	581	545
PTHLH	3	0	69	0	0	2	1	1
CCDC91	1607	2210	25133	1256	298	609	865	2354
FAR2	838	305	9638	721	115	98	446	941
ERGIC2	3186	1277	36471	761	183	332	2087	1279
OVCH1	0	12	3	7	2	0	0	15
TMTC1	201	716	1897	531	103	164	85	557
IPO8	809	466	9540	335	72	168	641	578
CAPRIN2	660	291	6462	466	41	94	270	367
TSPAN11	15	347	431	75	30	56	23	134
DDX11	878	319	9825	260	58	114	640	406
SINHCAF	6589	4294	97696	4773	860	1763	5005	7930
DENND5B	434	2367	4963	960	302	476	300	1754
ETFBKMT	58	32	654	17	5	5	35	26
AMN1	650	304	8157	194	44	72	329	362
H3F3C	18	1	200	3	0	1	7	1
RESF1	4248	847	41269	959	186	305	1526	1422
BICD1	3386	2905	43906	2788	662	845	1191	5074
FGD4	1760	1429	21303	2732	548	845	1243	4101
DNM1L	2516	1353	29500	963	193	372	1495	1493
YARS2	2375	594	31166	571	96	183	1495	881
PKP2	888	269	11975	406	34	114	408	387
SYT10	46	61	530	24	9	25	29	28
ALG10	169	115	1897	57	16	34	144	116
ALG10B	102	117	1114	59	17	32	114	41
CPNE8	249	529	3777	337	72	94	161	338
KIF21A	1682	2300	18324	1184	375	502	1670	2116
ABCD2	0	11	6	2	2	1	0	5
C12orf40	6	104	89	107	26	30	2	141
SLC2A13	574	1125	6703	1549	467	415	485	2105
LRRK2	7	17	27	9	4	3	2	16
MUC19	16	20	376	17	0	2	6	61
CNTN1	73	24	1172	166	65	65	118	244
PDZRN4	12	332	159	64	11	38	6	98
GXYLT1	598	906	4559	471	105	171	561	661
YAF2	61	1342	549	514	121	199	109	763
PPHLN1	3079	1948	40596	1280	254	435	2520	1928
ZCRB1	4028	2574	47932	1439	338	615	3426	2183
PRICKLE1	353	273	7655	517	72	112	718	463
ADAMTS20	30	285	374	297	84	158	37	351
PUS7L	2302	727	21139	557	108	240	1106	996
IRAK4	310	185	3176	119	25	52	132	158
TWF1	927	527	11220	363	64	154	492	469
TMEM117	82	209	1219	175	91	142	21	176
NELL2	351	2280	5797	506	148	304	363	1286
DBX2	0	5	37	2	0	0	0	1
ANO6	1094	1276	11230	1055	234	303	700	1562
ARID2	1564	3087	17526	2149	441	747	1205	3186
SCAF11	4900	3012	53731	1974	361	733	3156	2807
SLC38A1	6520	2607	70470	3179	446	1007	4264	4188
SLC38A2	3936	1036	69693	1491	190	514	2617	2903
SLC38A4	31	67	1040	23	3	18	35	54
AMIGO2	213	77	2541	49	15	17	173	157
PCED1B	220	165	3831	219	91	35	177	340
RPAP3	1863	832	24075	582	89	203	1077	835
ENDOU	2	1	3	0	0	0	0	2
RAPGEF3	39	5	431	7	1	2	27	20
SLC48A1	248	146	4363	113	14	41	132	154
HDAC7	1164	477	12575	397	74	118	616	584
VDR	19	0	264	2	2	2	4	8
TMEM106C	1304	1447	24367	461	142	255	572	861
COL2A1	184	2387	3084	795	163	367	128	1378
SENP1	481	618	6188	359	85	144	409	493
PFKM	776	391	12847	249	61	115	759	453
ASB8	568	275	6263	137	31	69	292	244
CCDC184	18	46	586	19	5	4	10	39
OR10AD1	0	0	0	0	0	0	0	0
H1FNT	0	0	0	0	0	0	0	0
ZNF641	120	102	1849	66	16	31	74	86
ANP32D	2	0	31	0	0	0	1	0
C12orf54	1	2	17	1	0	0	1	0
OR8S1	0	0	1	0	0	0	0	0
OR5BS1P	0	0	0	0	0	0	0	0
LALBA	2	0	8	0	0	0	0	0
KANSL2	782	440	9026	436	80	129	493	531
CCNT1	919	526	8844	427	82	126	578	559
TEX49	0	0	0	3	1	1	0	1
ADCY6	20	217	906	90	28	52	53	108
CACNB3	31	127	884	62	16	21	82	73
DDX23	1940	610	23429	472	75	170	1251	626
RND1	66	141	1122	69	17	21	45	106
CCDC65	16	418	254	295	57	109	10	368
FKBP11	1542	291	17213	241	61	134	1484	506
ARF3	3984	993	49860	1181	176	370	2404	1630
WNT10B	35	253	291	41	21	45	26	51
WNT1	41	555	898	94	77	155	51	143
DDN	4	13	106	0	1	2	4	5
PRKAG1	1172	564	16670	369	71	151	760	576
KMT2D	594	306	6676	242	56	71	392	383
RHEBL1	376	53	6191	54	12	26	277	118
DHH	2	4	24	1	0	4	1	6
LMBR1L	505	260	6600	136	38	82	334	269
TUBA1B	65230	36036	816958	17052	3679	7758	40947	33898
TUBA1A	10624	25661	145783	6980	2544	4671	6557	17117
TUBA1C	35815	3121	384543	4559	645	1118	15894	6533
PRPH	95	12	595	9	1	6	39	19
TROAP	2371	593	20160	326	83	128	1440	540
C1QL4	2	1	9	1	0	1	1	3
DNAJC22	7	8	80	2	1	2	5	6
SPATS2	1512	2370	11337	1274	291	526	1403	2055
KCNH3	6	7	60	1	1	1	3	14
MCRS1	2674	785	35802	640	121	253	1709	1050
PRPF40B	412	586	3395	414	77	148	221	527
FAM186B	2	4	15	8	0	2	0	9
FMNL3	72	172	1578	134	24	50	93	162
TMBIM6	18180	4674	265466	4317	632	1672	12409	7206
NCKAP5L	394	254	6213	181	28	63	193	275
BCDIN3D	143	148	2057	94	19	29	137	92
FAIM2	9	23	148	8	3	5	9	14
AQP2	0	0	0	0	0	0	0	0
AQP5	50	3	1045	6	2	6	25	26
AQP6	0	1	3	1	0	0	0	2
RACGAP1	1275	682	13267	395	93	177	779	715
ASIC1	14	79	277	16	3	12	15	34
SMARCD1	3082	1045	36765	721	137	333	2014	1076
GPD1	10	2	188	4	1	0	11	3
COX14	4024	697	58749	720	137	251	2274	1069
CERS5	992	939	13809	706	139	218	660	885
LIMA1	1535	478	22361	993	185	249	1376	763
FAM186A	0	31	1	6	1	1	2	17
LARP4	3258	1185	34598	1134	210	425	1613	1687
DIP2B	559	1162	6383	920	196	321	271	1365
ATF1	1342	594	16837	548	91	169	930	853
TMPRSS12	0	6	9	5	1	0	1	1
METTL7A	272	34	5202	35	5	10	275	114
HIGD1C	0	7	5	3	0	1	0	12
SLC11A2	1059	507	12560	414	80	157	701	652
LETMD1	901	452	14796	259	56	136	727	518
CSRNP2	494	214	5578	150	49	53	276	253
TFCP2	1231	1381	14374	1122	248	426	848	1619
POU6F1	33	52	583	53	11	24	38	80
DAZAP2	1499	639	15032	416	91	162	901	550
SMAGP	508	74	5562	236	19	65	415	176
BIN2	2	2	24	3	0	2	2	2
CELA1	2	2	12	1	0	0	1	0
GALNT6	604	30	4805	185	18	22	318	110
SLC4A8	520	685	7867	323	105	120	281	665
SCN8A	393	718	2990	576	150	176	282	1084
C12orf81	5	2	31	2	0	1	0	3
FIGNL2	81	262	954	129	28	44	94	219
ANKRD33	36	4	420	7	0	2	39	9
ACVRL1	2	1	26	1	0	0	1	1
ACVR1B	266	456	2532	242	79	97	294	430
GRASP	94	79	3235	43	10	27	80	81
NR4A1	208	81	3017	181	18	54	145	86
ATG101	2899	491	38565	517	93	183	1552	789
SMIM41	5	7	190	1	0	3	9	8
KRT80	2	5	9	1	0	0	0	1
KRT7	119	126	1391	114	3	82	160	48
KRT86	6	3	35	3	0	1	3	2
KRT81	8	0	27	0	1	0	3	1
KRT83	0	0	0	0	0	0	1	0
KRT85	0	0	0	0	0	0	0	0
KRT84	0	0	0	0	0	0	0	0
KRT82	0	0	0	0	0	0	0	0
KRT75	0	0	75	0	0	0	4	0
KRT6B	0	0	0	0	0	0	0	0
KRT6C	0	0	1	0	0	0	0	0
KRT6A	0	0	0	0	0	0	0	0
KRT5	0	0	0	0	0	1	0	0
KRT71	0	0	0	0	0	0	0	0
KRT74	0	0	0	0	0	0	0	0
KRT72	0	0	7	0	0	1	0	0
KRT73	0	0	0	0	0	0	0	0
KRT2	0	0	0	0	0	0	0	0
KRT1	0	0	1	0	0	0	0	0
KRT77	0	1	5	0	0	0	0	0
KRT76	0	0	1	0	1	0	0	0
KRT3	0	0	1	0	0	0	0	0
KRT4	0	0	0	0	0	0	0	0
KRT79	1	0	1	0	0	0	0	0
KRT78	0	1	1	0	0	0	0	0
KRT8	19279	1926	175760	5412	576	1467	9542	4869
KRT18	53571	2810	407156	7674	1078	2109	24854	11209
EIF4B	15767	3788	181620	4033	720	1699	12417	7563
TNS2	36	12	412	13	2	4	22	15
SPRYD3	118	51	1234	34	5	16	84	49
IGFBP6	129	15	2549	9	0	16	54	31
SOAT2	0	0	9	3	0	2	0	0
CSAD	70	410	1165	167	34	105	63	233
ZNF740	144	204	2744	122	23	62	127	175
ITGB7	3	3	77	5	0	2	0	3
RARG	297	35	4120	166	11	30	268	135
AC021072.1	0	0	0	0	0	0	0	0
MFSD5	436	112	6203	101	13	31	263	158
ESPL1	371	156	4495	115	18	40	238	188
PFDN5	28253	9565	309398	7029	1350	2809	21094	10269
C12orf10	4222	1069	58503	756	136	323	2474	1463
AAAS	1417	630	23283	388	79	156	957	703
SP7	6	2	22	10	0	0	1	1
SP1	1185	426	9674	415	77	138	576	513
AMHR2	4	6	99	5	0	3	6	14
PRR13	7760	1054	85493	1289	288	358	3927	2376
PCBP2	20966	5804	244958	4991	859	1831	17478	7688
MAP3K12	631	217	5760	168	32	76	270	282
TARBP2	1344	322	20051	261	42	104	889	422
NPFF	17	7	82	20	4	1	18	27
ATF7	701	824	7860	526	110	181	463	721
ATP5MC2	39097	14429	443125	9144	1927	4058	28931	15856
CALCOCO1	162	178	2248	100	19	58	124	144
HOXC13	0	0	22	0	0	0	0	1
HOXC12	0	0	0	0	0	0	0	0
HOXC11	0	0	0	0	0	0	0	0
HOXC10	0	0	8	0	0	0	0	0
HOXC6	2	2	24	2	2	1	0	0
HOXC9	1	5	16	2	0	0	0	1
HOXC8	0	5	16	6	0	3	2	3
HOXC4	0	5	22	3	1	2	0	2
HOXC5	0	0	6	0	0	0	0	0
SMUG1	840	302	9704	277	56	87	569	347
CBX5	6049	5619	86104	3055	585	1517	5371	5395
HNRNPA1	47163	20268	589009	16332	2978	6894	34211	27924
NFE2	131	12	902	53	4	6	40	16
COPZ1	7819	2009	84218	1330	288	662	4288	2458
GPR84	0	0	1	0	0	0	1	0
ZNF385A	221	263	3945	197	34	56	135	204
ITGA5	69	199	922	227	23	36	61	179
GTSF1	42	2	1683	7	1	1	70	11
NCKAP1L	2	2	23	1	0	0	1	1
PDE1B	95	89	681	73	9	18	57	81
PPP1R1A	881	879	8576	647	145	172	936	743
LACRT	0	0	0	0	0	0	0	0
DCD	0	0	2	0	0	0	0	0
MUCL1	3	1	33	4	0	1	2	2
TESPA1	0	2	16	2	2	0	0	4
NEUROD4	8	10	57	7	1	7	8	24
OR9K2	1	0	0	0	0	0	0	0
OR10A7	1	0	0	0	0	0	0	0
OR6C74	0	0	0	0	0	0	0	0
OR6C6	0	0	0	0	0	0	0	0
OR6C1	0	2	0	0	0	0	0	1
OR6C3	0	0	1	0	0	0	0	0
OR6C75	0	1	1	1	0	0	0	0
OR6C65	0	0	0	0	0	0	0	0
OR6C76	0	0	0	0	0	0	0	0
OR6C2	0	0	0	0	0	0	0	0
OR6C70	0	0	1	0	0	0	0	0
OR6C68	0	0	0	0	0	0	0	0
OR6C4	1	0	0	1	0	0	0	0
OR2AP1	0	0	0	0	0	0	0	0
OR10P1	0	0	0	0	0	0	0	0
METTL7B	114	10	2136	36	1	8	73	31
ITGA7	252	86	5150	81	10	29	151	119
BLOC1S1	4754	1902	64754	1500	242	553	3099	2116
RDH5	62	50	554	33	6	18	30	44
CD63	38206	7464	680643	8736	1232	2560	23427	11390
GDF11	1337	852	20687	647	111	175	1095	748
SARNP	271	3328	2979	2540	483	932	165	3893
ORMDL2	2320	550	33462	565	85	205	1548	757
DNAJC14	552	142	8115	121	37	47	377	252
MMP19	19	4	233	8	2	0	7	12
PYM1	3496	676	44617	640	107	235	2023	1138
DGKA	121	53	1819	47	18	19	68	96
PMEL	2507	568	138434	580	67	324	1449	1192
CDK2	376	321	4106	178	42	80	304	286
RAB5B	1177	459	12957	358	80	120	631	523
SUOX	317	115	4378	79	20	30	188	109
IKZF4	398	322	5409	138	38	79	315	303
RPS26	77101	26996	735107	24718	4250	9106	50392	40301
ERBB3	1701	111	13127	328	52	72	856	399
PA2G4	24003	4400	271094	4184	668	1395	13452	7229
RPL41	46574	60232	590688	49198	8028	18779	30678	77708
ESYT1	1291	360	16983	274	61	133	767	493
ZC3H10	444	104	5430	73	15	28	278	129
MYL6B	7757	3212	109878	1931	368	913	4840	3400
MYL6	67337	14860	865168	13900	2476	5008	34889	17380
SMARCC2	1759	800	20299	474	121	247	1222	678
RNF41	1694	295	20796	331	58	99	989	471
NABP2	1186	622	16869	286	61	147	879	581
SLC39A5	3	5	37	4	1	2	5	10
ANKRD52	353	185	4528	132	19	73	193	182
COQ10A	906	215	14295	191	42	72	614	307
CS	2809	620	34376	597	133	221	1609	1012
CNPY2	6079	2814	88372	2647	487	1011	4508	4336
PAN2	245	102	3376	74	15	42	148	107
IL23A	445	16	5587	46	4	7	224	68
STAT2	320	206	4301	173	43	63	217	235
APOF	1	0	16	1	0	0	1	0
TIMELESS	1654	960	16024	472	105	235	1324	878
MIP	0	6	1	3	0	1	0	5
SPRYD4	1443	200	21398	244	48	68	809	303
GLS2	356	22	7317	48	2	20	189	114
RBMS2	180	375	3096	244	56	96	99	308
BAZ2A	2146	712	25867	526	108	227	1223	799
ATP5F1B	36408	5768	494920	5710	1012	2062	20909	10304
PTGES3	45649	9667	459621	8836	1693	3485	27145	14981
NACA	138177	38830	1438391	31086	5580	11289	96831	47757
PRIM1	1701	763	20448	606	155	256	1347	1112
HSD17B6	234	82	2558	45	12	18	118	49
SDR9C7	1	2	5	0	0	1	0	1
RDH16	12	6	131	3	0	1	18	8
GPR182	0	0	0	0	0	0	0	1
ZBTB39	426	151	5687	114	19	54	253	159
TAC3	285	47	8440	151	10	67	331	80
MYO1A	1	1	37	1	1	0	1	4
NEMP1	586	519	7828	330	71	160	403	530
NAB2	257	161	3731	94	18	42	173	140
STAT6	540	108	7597	152	24	50	363	232
LRP1	1427	460	24182	557	95	160	928	740
NXPH4	93	11	2087	21	10	9	65	38
SHMT2	4096	1124	66791	982	126	322	2988	1486
NDUFA4L2	223	55	14777	232	26	71	422	79
STAC3	129	43	2057	22	4	8	46	63
R3HDM2	868	2012	12463	1354	342	478	803	1932
INHBC	0	9	17	4	1	1	0	4
INHBE	134	36	4460	32	4	8	72	45
GLI1	596	108	8139	80	17	17	271	122
ARHGAP9	134	9	1442	18	5	5	53	20
MARS	2641	688	31757	814	93	209	1607	1045
DDIT3	993	326	14991	232	45	82	551	293
AC022506.1	0	0	0	0	0	0	0	0
MBD6	346	158	5130	97	26	44	270	216
DCTN2	4292	1767	62778	1260	215	575	2910	2064
KIF5A	262	26	6091	87	15	34	216	93
PIP4K2C	332	114	5345	113	17	23	291	139
DTX3	555	352	10046	179	37	64	493	302
ARHGEF25	2	116	92	43	9	26	7	62
SLC26A10	3	6	35	3	0	2	1	8
B4GALNT1	13	10	344	2	1	1	8	9
OS9	1640	700	26918	501	129	241	1450	1017
AGAP2	20	16	437	8	1	2	14	11
TSPAN31	849	568	14320	309	51	170	757	530
CDK4	8088	2673	139869	2023	316	727	5540	3184
MARCH9	266	166	9220	80	15	61	207	105
CYP27B1	32	1	1020	8	0	3	45	4
METTL1	747	154	14994	206	24	56	647	258
EEF1AKMT3	13	29	766	15	5	10	61	29
TSFM	35	736	250	755	110	250	15	1003
AVIL	25	62	365	41	10	17	26	73
CTDSP2	1290	393	15456	348	68	132	900	574
ATP23	176	213	2263	192	39	53	108	217
LRIG3	158	276	819	163	28	48	77	239
SLC16A7	212	73	4312	86	9	29	105	66
TAFA2	43	589	537	319	52	128	50	436
USP15	1371	1176	14249	754	157	308	824	1188
MON2	322	1518	4100	796	193	359	241	1185
PPM1H	577	1289	10066	1208	178	299	436	1397
AVPR1A	2	1	21	1	0	0	2	3
DPY19L2	26	108	287	59	11	25	27	50
RXYLT1	729	455	8619	234	79	86	617	350
SRGAP1	406	1757	7598	676	185	371	598	1437
C12orf66	256	54	2985	54	16	23	179	114
C12orf56	80	77	532	82	28	39	119	130
XPOT	2927	880	32714	869	143	299	1815	1241
TBK1	1322	658	12527	556	119	205	734	779
RASSF3	914	381	9333	572	117	168	478	882
GNS	335	317	5516	201	29	114	274	354
TBC1D30	62	50	535	59	14	26	28	58
WIF1	36	50	515	11	4	5	34	12
LEMD3	801	530	8728	508	80	173	533	663
MSRB3	13	381	283	216	61	142	17	138
HMGA2	1912	3740	19286	2283	402	904	1573	3454
LLPH	4243	832	44403	935	141	245	2150	1273
TMBIM4	2892	1967	31903	1185	257	535	1926	1769
IRAK3	20	13	408	25	5	8	20	32
HELB	783	245	6662	250	51	82	638	416
GRIP1	220	3495	2772	2119	635	884	147	3289
CAND1	3446	1724	32474	1224	248	464	1945	1576
DYRK2	1088	422	7981	351	47	122	713	442
IFNG	0	0	0	0	0	0	0	0
IL26	0	0	6	0	0	0	0	0
IL22	0	0	1	0	0	0	0	0
MDM1	357	311	5587	131	36	67	262	266
RAP1B	1418	2216	15209	1925	309	633	844	2747
NUP107	3120	1552	37246	1149	253	448	2204	1753
SLC35E3	1292	512	15434	300	78	157	976	697
MDM2	4144	1320	36197	998	221	413	1528	2010
CPM	48	12	773	11	1	0	65	12
CPSF6	5910	2494	60306	2102	356	706	3119	2757
LYZ	2	2	35	0	0	0	2	3
YEATS4	3682	1278	46046	896	176	329	2889	1477
FRS2	669	1448	6266	978	201	342	439	1161
CCT2	24900	5810	278176	5172	917	1839	15209	8183
LRRC10	0	0	5	0	0	0	0	0
BEST3	6	1	47	1	0	1	1	1
RAB3IP	2085	823	22545	648	169	248	1181	1130
MYRFL	86	25	578	44	2	17	51	47
CNOT2	3382	2516	38205	1740	383	681	2315	2816
KCNMB4	1477	749	13452	792	186	196	1272	1301
PTPRB	97	48	287	17	30	3	78	189
PTPRR	46	17	292	25	4	6	21	67
TSPAN8	2	6	7	1	0	1	2	4
LGR5	10	120	85	62	6	10	6	60
ZFC3H1	1541	670	18080	599	99	199	875	909
THAP2	318	430	3533	166	53	89	334	278
TMEM19	413	210	5170	117	19	50	273	173
RAB21	2078	672	26260	642	119	283	1259	991
TBC1D15	1817	774	12529	683	112	235	920	909
TPH2	1	7	68	6	0	6	2	7
TRHDE	193	313	2663	121	27	87	71	259
ATXN7L3B	2406	1593	27113	1385	228	570	1554	1832
KCNC2	1	2	6	2	0	1	0	2
CAPS2	18	526	459	206	46	106	10	269
GLIPR1L1	36	52	366	102	0	17	46	35
GLIPR1L2	9	51	151	6	1	9	1	29
GLIPR1	49	34	465	45	2	7	19	20
KRR1	4453	1071	62451	1037	153	353	2278	1526
PHLDA1	2487	103	20317	339	35	127	880	671
NAP1L1	52357	16375	526209	11392	2432	4695	35038	19536
BBS10	142	101	1669	56	12	24	119	80
OSBPL8	4466	2623	46032	2029	424	728	2551	3468
ZDHHC17	527	1017	6926	621	146	268	454	940
CSRP2	7851	6186	118980	3608	721	1761	6720	6594
E2F7	499	759	5173	344	81	174	326	600
NAV3	51	7075	486	2361	267	969	24	4190
SYT1	5238	1377	48557	3988	709	885	2224	5627
PAWR	9985	2196	128841	2842	496	1008	5759	4764
PPP1R12A	5326	2935	72698	2444	487	913	3743	3783
OTOGL	20	58	131	45	34	32	5	34
PTPRQ	5	10	14	20	22	9	0	15
MYF6	0	33	100	16	5	7	23	10
MYF5	3	0	40	0	0	0	5	0
LIN7A	49	413	1417	136	57	62	85	269
ACSS3	271	872	5398	490	111	159	205	702
PPFIA2	16	279	109	63	21	38	7	122
CCDC59	4289	1028	45908	909	158	322	2628	1245
METTL25	467	292	5002	273	41	122	282	401
TMTC2	60	3291	959	1577	426	873	62	2226
SLC6A15	163	185	1061	97	38	44	353	117
TSPAN19	7	41	86	6	8	5	1	15
LRRIQ1	78	885	894	178	69	164	63	355
ALX1	29	2	875	30	2	10	136	6
RASSF9	10	69	152	51	9	13	14	34
NTS	1238	254	4592	320	55	85	817	1265
