ecto_rep1	ecto_rep2	ecto_rep3	ecto_rep4	ecto_rep5	ecto_rep6
Cenpu	59	26	19	15	19	15
Primpol	22	22	2	7	9	7
Casp3	203	115	52	48	75	75
Irf2	172	158	32	39	70	73
Stox2	105	69	32	29	35	42
Trappc11	66	55	19	15	23	31
Rwdd4a	188	131	38	45	56	73
Ing2	161	128	50	44	83	79
Cdkn2aip	118	82	29	21	42	46
E030037K01Rik	4	1	0	0	1	0
Wwc2	298	206	55	58	82	107
Dctd	64	34	16	25	32	34
Tenm3	97	65	41	35	38	39
C130073E24Rik	0	0	0	0	0	1
Aga	82	47	18	21	30	26
Neil3	19	10	3	6	7	3
Vegfc	5	3	3	1	0	5
Spcs3	103	58	31	32	34	41
Wdr17	1	1	1	1	0	1
Gpm6a	5	5	2	2	4	0
Hpgd	21	18	2	0	12	15
Cep44	71	58	29	22	42	43
Fbxo8	39	34	13	7	19	12
Hand2	2	0	1	0	1	0
Gm34030	0	0	0	0	0	0
X5033428I22Rik	0	0	1	0	0	0
Scrg1	0	0	0	0	0	0
Sap30	154	98	33	38	49	65
Hmgb2	2498	1542	830	903	1088	1152
Galnt7	138	125	32	31	54	42
Galntl6	1	0	1	0	0	0
BC030500	0	0	0	0	0	0
Aadat	1	0	0	0	1	2
Mfap3l	17	7	7	4	7	7
Hpf1	353	202	99	84	142	125
Clcn3	245	211	59	53	100	109
B230317F23Rik	18	13	3	4	6	3
Nek1	75	42	22	24	29	25
Sh3rf1	116	68	28	24	37	44
Cbr4	91	68	32	19	45	29
Palld	287	158	64	43	111	86
X4930512H18Rik	1	0	0	0	0	0
Ddx60	19	14	7	4	4	5
Spock3	0	0	0	1	1	2
Sgo2b	1	1	0	0	0	0
Tll1	1	0	0	1	0	0
Cpe	73	42	16	14	25	20
Gm45518	2	2	1	0	0	0
Msmo1	231	139	66	56	87	80
Klhl2	36	19	10	5	15	13
Gm45345	0	0	0	0	0	0
Tmem192	91	61	18	17	33	33
Apela	22	15	15	7	24	19
BC030870	27	18	1	5	3	9
March1	0	0	1	0	0	1
Tma16	108	83	50	34	58	48
Tktl2	0	0	0	0	0	0
Npy1r	1	1	0	1	0	0
Naf1	118	82	31	50	60	57
Nat1	1	2	0	0	1	1
Nat2	8	3	4	5	1	4
Psd3	35	27	8	7	8	13
Gm15991	2	1	0	0	0	1
Sh2d4a	43	39	6	12	16	24
Csgalnact1	3	0	0	0	3	3
Ints10	68	57	17	16	36	22
Lpl	18	9	3	6	5	9
Slc18a1	4	2	1	1	2	1
Atp6v1b2	124	83	33	22	37	50
Lzts1	1	0	0	1	0	1
Zfp930	17	11	12	3	8	8
D130040H23Rik	7	5	2	5	1	2
Zfp868	30	17	6	6	12	6
Zfp964	2	1	0	1	1	1
Zfp869	15	7	2	4	4	3
Zfp963	7	2	0	3	1	4
Zfp866	23	17	7	7	8	8
Atp13a1	56	36	17	11	15	11
Gmip	15	9	4	2	1	5
Lpar2	9	5	2	1	3	5
Pbx4	34	27	7	9	13	17
Cilp2	1	4	0	1	0	0
Yjefn3	22	10	7	8	10	8
Ndufa13	1444	1066	386	395	618	630
Tssk6	0	0	1	0	0	1
Gatad2a	238	179	66	56	96	109
Mau2	89	69	24	22	24	46
Sugp1	42	29	8	12	22	26
Tm6sf2	1	0	1	0	1	1
Hapln4	0	0	1	0	0	1
Ncan	3	0	2	2	0	1
Rfxank	22	18	13	10	14	10
Nr2c2ap	99	67	17	23	41	38
Borcs8	236	153	47	42	70	82
Mef2b	3	0	2	0	1	1
Tmem161a	62	49	23	19	23	23
Slc25a42	2	4	1	1	2	3
Armc6	15	11	3	6	8	6
Sugp2	24	16	7	3	10	13
Homer3	45	39	16	14	27	17
Ddx49	84	72	31	19	37	41
Cope	474	344	120	109	209	200
Cers1	0	0	0	0	0	0
Upf1	156	110	51	34	54	74
Comp	0	0	0	0	0	0
Crtc1	13	8	5	5	4	7
Klhl26	34	21	10	5	15	8
Tmem59l	4	4	4	0	4	2
Crlf1	10	3	2	6	0	1
Rex1bd	366	222	77	76	115	109
Uba52	110	52	10	12	10	16
Kxd1	326	224	86	80	128	111
Fkbp8	361	233	79	59	127	126
Ell	34	17	7	9	9	13
Isyna1	155	110	43	32	61	71
Ssbp4	179	128	45	42	57	76
Lrrc25	0	0	0	0	0	0
Gdf15	0	0	0	0	1	0
Pgpep1	44	29	10	15	22	25
Lsm4	1050	608	246	225	340	350
Jund	2457	1618	341	296	586	578
Gm16486	4	1	0	1	0	0
Gm3336	5	1	1	0	0	0
Pde4c	0	0	0	0	0	1
Rab3a	8	7	3	6	4	7
Mpv17l2	71	47	15	19	35	26
Pik3r2	34	15	13	7	12	27
X2010320M18Rik	148	94	22	20	49	45
Mast3	12	8	10	2	5	14
Arrdc2	12	8	2	1	4	4
Kcnn1	5	3	1	0	0	2
Ccdc124	211	150	62	48	85	85
Slc5a5	0	3	0	4	2	1
Rpl18a	14291	10146	3164	3098	5359	5337
Map1s	47	33	15	17	23	27
Gm35256	0	1	0	0	0	0
Haus8	50	23	6	9	19	17
Myo9b	60	39	15	14	27	21
Use1	478	333	95	75	145	152
Ocel1	17	9	2	6	6	8
Nr2f6	262	152	57	52	81	110
Ushbp1	4	0	0	0	0	1
Babam1	154	96	46	44	54	60
Ankle1	4	3	4	4	4	5
Abhd8	40	32	16	10	18	11
Mrpl34	509	335	149	129	213	214
Dda1	153	127	47	40	77	70
Ano8	12	4	5	2	4	7
Gtpbp3	23	11	3	5	7	10
Plvap	4	8	0	3	5	1
C430049E01Rik	2	0	0	0	2	0
Bst2	269	209	110	121	157	123
Mvb12a	297	201	69	54	106	93
Tmem221	3	3	1	1	3	1
Slc27a1	33	14	6	6	5	10
Pgls	1221	797	258	249	398	352
Fam129c	0	0	1	0	1	1
Colgalt1	248	154	77	51	97	104
Unc13a	4	5	2	0	0	2
Jak3	5	2	0	1	7	5
B3gnt3	3	0	0	0	0	1
Fcho1	7	6	2	2	9	3
Zfp709	0	1	0	0	1	0
Zfp882	3	1	1	1	1	1
Zfp617	55	26	15	9	10	22
Zfp961	20	6	2	7	5	12
Tpm4	683	437	183	170	264	261
Gm26586	6	1	0	0	2	2
Rab8a	236	195	55	57	94	111
Hsh2d	0	1	0	0	0	0
Fam32a	304	217	73	72	120	125
Ap1m1	66	42	12	16	27	23
Gm10282	6	1	2	1	4	2
Klf2	246	170	34	33	54	68
Eps15l1	76	67	19	23	30	34
Calr3	15	11	1	4	5	4
X1700030K09Rik	13	11	3	2	7	7
Cherp	101	60	22	27	36	37
Slc35e1	32	19	10	10	13	16
Gm17435	14	5	3	2	3	4
Med26	18	23	7	8	7	13
Smim7	261	185	58	55	94	91
Tmem38a	23	13	7	3	11	6
Nwd1	0	0	0	0	0	0
Sin3b	548	405	133	118	194	192
F2rl3	0	0	0	1	0	0
Large1	23	13	6	7	9	9
Isx	0	0	0	0	0	0
Hmgxb4	124	83	38	27	52	71
Tom1	24	20	7	7	9	9
Hmox1	484	159	39	26	36	46
Mcm5	154	71	43	46	80	66
Rasd2	0	2	0	0	2	1
Nr3c2	4	2	1	1	3	0
Arhgap10	197	123	40	54	74	75
X0610038B21Rik	3	3	1	1	3	3
Prmt9	36	23	9	14	12	16
Tmem184c	51	38	25	20	14	30
Ednra	4	8	3	2	1	2
Ttc29	0	1	0	0	0	0
Pou4f2	0	0	0	0	0	0
Rbmxl1	160	118	64	49	82	83
Slc10a7	37	42	12	7	13	19
Lsm6	382	261	102	101	161	183
Zfp827	36	34	8	7	9	11
Mmaa	20	15	3	4	13	9
Smad1	115	71	27	25	27	31
Gm45601	0	2	0	0	0	0
Otud4	140	102	42	31	49	51
Abce1	237	186	72	73	103	102
Anapc10	122	79	37	24	39	48
Hhip	4	3	4	3	3	2
Gypa	0	0	0	0	0	0
Frem3	0	0	0	0	0	0
Smarca5	986	640	310	282	353	413
Gab1	123	92	20	20	37	33
Gm31105	5	3	1	0	1	1
Usp38	73	50	12	9	19	28
Gm9725	0	3	0	0	1	2
Inpp4b	1	0	0	0	0	0
Il15	3	5	0	2	0	4
Zfp330	233	148	50	49	80	92
Rnf150	10	5	4	5	7	3
Tbc1d9	40	37	9	3	17	15
Ucp1	0	1	0	0	0	0
Elmod2	21	23	7	13	14	17
Clgn	1	0	0	0	0	1
Scoc	122	83	32	36	59	59
Ndufb7	1040	696	271	239	446	422
Tecr	1041	703	222	257	425	398
D830024N08Rik	4	2	1	2	1	1
Dnajb1	384	305	85	62	107	133
Gipc1	627	441	139	125	177	207
Pkn1	71	63	17	21	28	33
Ptger1	8	9	1	3	0	2
Ddx39	297	181	74	64	135	117
Adgre5	24	12	3	2	3	3
Gm26721	0	0	0	0	0	0
Adgrl1	56	33	22	17	31	19
Gm10644	0	0	0	0	0	0
Asf1b	49	41	13	13	22	35
Prkaca	60	49	24	27	28	25
Samd1	25	19	21	13	25	31
X1700067K01Rik	1	0	0	0	0	0
X2210011C24Rik	8	1	1	3	3	1
Palm3	36	28	12	23	32	36
Rln3	1	0	0	0	0	0
Gm10643	5	4	1	4	2	0
C330011M18Rik	7	5	0	4	4	3
Rfx1	18	11	9	6	7	16
Dcaf15	38	33	17	7	15	17
Cc2d1a	12	12	2	2	7	6
X4930432K21Rik	4	1	0	0	0	1
Nanos3	5	11	5	2	0	6
Gm26532	69	29	11	5	12	18
Zswim4	34	15	8	4	22	13
D8Ertd738e	1077	663	233	230	358	405
Mri1	141	108	30	19	63	64
Ccdc130	19	22	10	7	12	10
Cacna1a	39	17	11	10	11	19
Gm16183	0	0	0	0	1	0
Ier2	1176	760	237	251	498	515
Gm26664	7	0	3	2	1	1
Nacc1	84	57	31	25	33	39
Trmt1	112	74	21	22	42	35
Nfix	102	92	22	14	23	34
Lyl1	2	1	0	0	0	0
G430095P16Rik	1	0	0	1	1	4
Dand5	19	14	2	1	8	9
Gadd45gip1	374	255	89	111	164	154
Rad23a	162	123	39	49	73	55
Calr	1379	971	414	373	591	553
Farsa	125	77	35	40	53	65
Syce2	141	85	53	39	63	50
Gcdh	57	38	10	17	23	23
Klf1	2	3	0	0	0	1
Dnase2a	142	108	28	30	57	52
Mast1	1	2	0	0	2	3
Rnaseh2a	137	88	34	37	60	58
Prdx2	2547	1676	733	619	1040	980
Junb	1195	671	221	185	379	396
Hook2	87	57	25	21	38	40
Best2	2	0	1	0	0	0
Asna1	144	107	41	59	67	61
Trir	603	414	114	126	223	235
Tnpo2	50	42	16	15	25	11
Fbxw9	127	108	32	23	42	40
Dhps	100	100	25	24	48	55
Wdr83	92	68	25	23	29	49
Wdr83os	311	247	66	66	120	101
Man2b1	103	74	19	30	29	47
Zfp791	4	6	0	1	1	3
Cks1brt	0	2	0	0	0	0
Vps35	436	281	99	95	135	135
Orc6	313	199	89	108	125	115
Mylk3	2	2	0	1	1	0
X4921524J17Rik	131	104	42	39	70	48
Gpt2	18	22	12	12	16	7
Dnaja2	798	494	151	154	234	278
Neto2	24	15	7	5	9	8
Itfg1	105	62	18	17	35	32
Gm39214	0	1	0	0	0	0
Phkb	79	49	21	18	30	19
Lonp2	120	66	25	26	41	48
Siah1a	152	85	23	27	35	39
Gm10638	18	2	0	1	1	2
N4bp1	210	122	59	39	75	79
X2010110E17Rik	1	0	0	0	2	0
Gm2694	26	18	8	8	17	12
Cbln1	7	4	4	2	3	0
Zfp423	13	6	3	4	7	6
Cnep1r1	117	63	23	25	33	35
Heatr3	84	47	23	11	31	29
X9430002A10Rik	1	1	0	1	0	1
Papd5	74	35	9	15	24	30
Adcy7	2	2	1	0	1	1
Brd7	221	150	78	58	97	94
Nkd1	9	7	3	5	5	5
Snx20	1	1	1	0	1	3
Cyld	74	45	15	16	18	20
Sall1	30	15	8	11	9	15
Tox3	109	90	36	37	48	67
Chd9	96	87	24	25	35	42
Rbl2	35	30	6	8	14	14
Aktip	149	108	31	39	53	54
Rpgrip1l	56	28	13	9	21	18
Fto	101	71	27	32	31	46
X4831440D22Rik	3	2	1	0	1	0
Irx3	113	78	31	26	33	44
Irx3os	3	2	0	0	2	1
Irx5	127	87	30	28	41	42
Mmp2	18	4	11	16	14	21
Lpcat2	53	31	8	10	10	10
Slc6a2	3	1	0	0	0	0
Ces1d	16	18	3	1	4	20
Ces1e	1	0	1	0	0	0
Gnao1	5	8	1	2	0	3
Amfr	141	108	21	26	46	59
Nudt21	605	367	151	137	187	211
Ogfod1	44	35	20	10	19	16
Bbs2	16	12	3	2	9	11
Mt4	1	2	1	1	1	0
Mt3	3	3	4	0	4	1
Gm45774	8	4	2	1	2	3
Mt2	712	509	214	222	405	306
Mt1	2838	1972	754	662	1408	1093
Gm39228	0	0	0	0	0	0
Nup93	87	52	19	21	29	27
C78859	0	0	0	0	0	0
Slc12a3	1	0	0	0	0	0
Herpud1	116	79	17	22	46	39
Cpne2	19	20	9	4	10	5
Fam192a	179	124	44	54	75	99
Rspry1	74	54	21	24	33	33
Arl2bp	242	170	53	52	71	94
Pllp	41	53	4	7	18	9
Gm45767	5	1	1	0	0	0
Cx3cl1	11	9	6	2	6	10
Ccl17	2	0	0	0	0	0
Ciapin1	194	110	53	43	88	65
Coq9	80	65	17	18	38	37
Polr2c	376	268	90	97	176	153
Dok4	18	7	3	4	3	6
Ccdc102a	35	37	18	16	14	17
Adgrg1	59	43	12	14	18	18
Adgrg3	0	0	0	0	0	0
Drc7	1	0	1	2	1	1
Katnb1	44	27	8	5	16	21
Kifc3	29	22	9	8	7	7
Cngb1	0	0	0	0	0	0
Tepp	1	0	0	0	0	0
Zfp319	29	20	5	5	10	7
Usb1	39	25	10	7	9	10
Mmp15	66	53	12	13	18	29
Cfap20	342	238	96	75	138	108
Csnk2a2	444	252	121	117	170	142
Ccdc113	4	5	1	0	4	4
Gins3	16	13	4	10	10	5
Ndrg4	2	3	1	1	1	3
Setd6	39	22	17	11	21	16
Cnot1	251	158	65	61	78	91
X4930513N10Rik	13	12	1	6	7	6
Gm31659	0	0	1	1	1	0
Sap18b	22	15	3	1	9	7
Gm31805	2	1	0	0	0	0
Slc38a7	15	18	5	4	8	13
Got2	352	226	88	96	138	155
Cdh8	3	4	0	0	3	1
A330008L17Rik	2	0	0	0	0	0
Cdh11	19	12	6	8	6	8
Cdh5	1	2	0	0	0	1
Bean1	1	0	0	0	0	0
Tk2	24	9	7	8	10	7
Cklf	89	47	15	17	26	35
Cmtm3	96	60	30	29	39	43
Cmtm4	95	56	28	28	27	64
Dync1li2	162	116	50	47	79	73
K230015D01Rik	5	2	0	0	0	2
Terb1	1	3	1	3	2	1
Nae1	261	163	58	55	107	83
Car7	3	2	0	0	3	0
Pdp2	28	20	9	9	11	5
Rrad	13	5	3	3	4	3
Gm33023	0	0	0	0	0	0
Fam96b	265	173	71	64	99	111
Ces2g	16	14	3	0	2	5
Cbfb	117	67	24	20	26	34
D230025D16Rik	61	46	8	12	20	17
B3gnt9	0	2	2	0	1	2
Tradd	58	43	10	4	18	22
Fbxl8	8	2	2	1	0	3
Hsf4	0	0	0	0	1	0
Nol3	8	3	2	3	2	0
X4931428F04Rik	18	10	4	4	6	7
Gm20163	3	1	1	0	0	1
Exoc3l	0	1	0	0	0	1
E2f4	122	62	30	37	47	38
Elmo3	25	27	1	6	8	16
Lrrc29	5	1	2	1	2	1
Tmem208	273	192	58	58	88	82
Fhod1	3	3	6	3	2	5
Slc9a5	1	1	0	0	0	0
Plekhg4	0	0	0	0	0	0
Kctd19	0	0	0	0	0	0
Lrrc36	0	0	0	0	0	0
Tppp3	42	72	5	10	26	47
Zdhhc1	28	12	2	6	7	7
Hsd11b2	11	9	5	6	3	14
Atp6v0d1	200	140	47	42	81	76
Agrp	1	2	0	0	2	1
Ripor1	24	12	7	10	13	11
Gm5914	9	8	4	3	7	4
Ctcf	449	258	136	117	190	182
Carmil2	3	1	1	1	0	0
Acd	77	56	20	25	21	31
Pard6a	38	21	9	8	11	16
Enkd1	36	22	11	5	8	22
Gfod2	45	40	14	15	21	19
Ranbp10	94	53	17	17	24	37
Cenpt	38	33	18	16	23	25
Thap11	92	55	29	22	41	46
Nutf2	1	3	0	1	0	1
Edc4	55	39	13	7	20	23
Pskh1	49	25	10	18	13	16
Psmb10	77	67	28	22	23	23
Lcat	1	0	0	0	1	0
Slc12a4	34	20	11	13	15	7
Dpep3	0	0	0	1	0	0
Dus2	20	14	4	3	9	9
Ddx28	36	29	12	11	13	16
Nfatc3	64	42	20	17	22	27
Esrp2	84	56	23	23	35	27
Pla2g15	10	9	4	2	5	6
Slc7a6	22	28	14	6	10	18
Slc7a6os	85	61	19	13	25	30
Prmt7	108	56	36	30	44	39
Gm26786	0	0	0	0	2	0
Smpd3	0	1	3	0	0	1
Zfp90	27	24	8	10	14	22
Cdh3	84	46	22	21	31	35
Gm10073	499	334	79	72	109	109
Cdh1	653	449	164	116	204	215
Tango6	26	23	4	12	11	8
Has3	0	1	1	0	0	1
Chtf8	102	69	30	25	37	45
Utp4	49	49	13	17	21	26
Sntb2	76	54	16	11	23	20
Gm16208	1	0	0	0	0	0
Vps4a	78	61	20	23	33	33
Cog8	62	46	18	18	26	26
Nip7	266	155	65	61	103	118
Tmed6	0	0	0	0	0	0
Terf2	60	32	16	19	26	25
Cyb5b	122	80	32	32	40	49
Nfat5	302	198	64	49	77	87
Nqo1	79	66	2	7	9	7
Nob1	94	70	24	17	39	50
Wwp2	43	53	12	12	30	19
Psmd7	954	641	254	239	395	422
Zfhx3	433	319	87	101	149	144
D030068K23Rik	0	2	0	1	0	1
Dhx38	130	59	40	26	61	44
Txnl4b	3	2	0	1	5	7
Hp	17	14	1	1	5	8
Dhodh	37	26	5	9	26	15
Pkd1l3	0	0	0	0	0	0
Ist1	143	122	27	44	57	53
Zfp821	57	39	19	12	23	26
Atxn1l	60	36	11	11	22	20
Ap1g1	193	149	49	44	70	85
Gm17344	3	1	0	1	2	3
Phlpp2	45	18	12	4	12	12
Marveld3	85	55	23	16	30	29
Zfp612	18	18	11	3	11	16
Calb2	1	2	0	0	0	0
Cmtr2	14	6	3	3	7	3
Hydin	1	6	0	0	1	1
Vac14	37	39	19	17	17	20
Mtss1l	27	22	11	15	19	9
Il34	1	0	0	0	1	0
Sf3b3	339	250	85	84	120	149
Cog4	85	58	20	17	26	33
Fuk	22	15	8	5	7	9
St3gal2	14	4	8	3	6	2
Ddx19a	83	56	28	22	35	29
Ddx19b	34	20	8	9	9	7
Aars	82	55	23	27	34	33
Pdpr	23	15	5	5	8	10
Glg1	132	96	46	48	49	76
Rfwd3	52	38	23	19	17	32
Mlkl	2	1	0	0	0	0
Wdr59	22	11	4	5	4	8
Znrf1	106	63	27	24	34	44
Ldhd	2	2	0	1	1	0
Zfp1	50	37	27	20	28	21
Ctrb1	0	0	0	0	0	0
Bcar1	72	37	24	29	36	32
Cfdp1	653	456	188	181	277	278
Tmem170	46	30	8	13	14	22
Chst5	6	9	9	5	10	7
Tmem231	47	15	10	15	10	12
Gabarapl2	754	568	161	138	288	224
Adat1	21	15	4	3	6	7
Kars	226	153	74	57	97	99
Terf2ip	96	70	24	34	32	38
Gm6793	0	0	0	1	0	0
Mon1b	11	6	4	3	3	4
Adamts18	26	14	6	8	15	8
Nudt7	22	15	4	6	7	6
Vat1l	1	1	0	0	0	0
Wwox	41	38	15	15	23	11
Maf	24	22	11	6	11	4
Gm15655	1	0	0	1	1	1
Dynlrb2	13	25	0	5	7	9
Cdyl2	6	1	1	0	2	0
Cmc2	107	75	28	30	46	56
Cenpn	38	30	23	16	20	15
Atmin	37	22	9	7	17	17
X1700030J22Rik	3	3	2	0	6	2
Gcsh	249	168	73	78	85	115
Bco1	0	0	0	0	0	0
Gan	78	41	16	12	26	23
Cmip	166	141	41	38	52	53
Plcg2	28	18	4	2	4	2
Sdr42e1	0	4	1	0	0	2
Hsd17b2	161	129	18	13	33	42
Mphosph6	222	176	68	61	95	93
Cdh13	12	13	5	4	6	4
Hsbp1	690	534	150	142	278	309
Mlycd	64	42	16	12	21	29
Osgin1	21	27	7	4	10	13
Necab2	7	9	6	6	9	8
Mbtps1	205	119	49	41	64	66
Hsdl1	35	27	10	14	17	20
Dnaaf1	1	3	0	0	0	2
Taf1c	17	9	8	4	11	3
Adad2	0	0	0	0	0	0
Wfdc1	58	59	3	7	12	19
Atp2c2	34	16	6	3	5	14
Tldc1	25	12	7	2	8	5
Cotl1	478	342	124	89	187	183
Klhl36	17	12	7	5	14	11
Usp10	230	165	71	47	81	89
Crispld2	3	1	1	0	0	4
Zdhhc7	16	21	8	11	5	8
X6430548M08Rik	7	4	2	3	0	2
Fam92b	1	7	0	1	1	3
A330074K22Rik	0	0	2	0	0	0
Gse1	82	63	22	24	28	36
Gins2	156	88	44	41	74	63
Gm26739	2	1	0	0	0	1
X1190005I06Rik	5	6	5	2	3	4
Emc8	288	188	67	90	107	94
Cox4i1	5393	3646	1096	1078	1798	1774
Irf8	27	22	5	8	12	11
Foxf1	4	1	3	0	1	2
Mthfsd	67	50	11	17	21	33
Foxc2	3	0	1	0	0	0
Foxl1	0	0	0	0	0	0
X1700018B08Rik	0	0	0	0	0	0
Fbxo31	21	23	11	22	13	18
Map1lc3b	1180	847	216	221	399	406
Zcchc14	32	29	11	14	14	16
Gm27030	0	0	0	0	0	0
Gm45833	1	0	0	0	0	0
Jph3	3	1	1	0	0	0
Klhdc4	66	41	20	15	36	27
Gm20406	0	0	0	0	0	0
Gm42047	102	50	15	16	10	21
Gm26812	1	2	0	0	0	1
Slc7a5	32	18	11	9	9	12
Car5a	0	1	0	0	0	0
Banp	56	45	12	23	15	21
Zfp469	1	1	0	2	1	2
Zfpm1	43	30	12	13	10	10
Zc3h18	218	164	57	71	90	103
Cyba	640	401	131	128	224	223
Mvd	58	36	13	13	33	19
Snai3	6	3	2	0	1	2
Rnf166	65	41	15	11	22	18
Ctu2	68	44	13	23	27	19
Piezo1	51	30	21	13	23	23
Cdt1	82	38	14	19	32	23
Aprt	935	643	236	239	347	363
Galns	23	14	4	3	8	7
Trappc2l	287	186	65	67	109	97
Pabpn1l	0	0	1	0	0	0
Cbfa2t3	4	0	2	1	2	1
Acsf3	19	20	6	10	11	7
Cdh15	1	1	0	0	0	0
Gm45894	0	0	0	1	1	0
Ankrd11	937	574	268	285	368	407
Spg7	80	61	20	32	35	23
Rpl13	24458	15595	5067	4926	7794	7963
Cpne7	2	2	3	2	1	3
Sult5a1	17	13	6	1	7	7
Gm4316	3	0	0	0	0	0
Dpep1	0	0	0	1	0	0
Chmp1a	184	128	45	39	77	78
Spata33	9	7	2	2	1	0
Cdk10	40	45	12	9	21	15
Spata2l	6	2	2	1	1	0
Vps9d1	28	12	3	4	8	13
Zfp276	9	8	1	3	4	5
Fanca	11	9	5	2	3	2
Spire2	1	1	0	0	2	1
Tcf25	493	394	148	133	215	235
Mc1r	2	3	1	1	1	0
Tubb3	20	20	5	7	8	7
Def8	16	25	7	6	15	8
Afg3l1	111	66	26	29	50	50
Dbndd1	5	2	3	2	2	3
Gas8	86	46	19	26	38	35
Rhou	383	234	72	80	107	105
X4732419C18Rik	3	1	0	0	0	0
Rab4a	104	73	21	23	40	47
X2810455O05Rik	1	0	0	1	2	0
Ccsap	9	3	4	2	8	5
Acta1	19	9	18	9	9	9
Nup133	48	37	18	23	28	32
Gm45890	4	5	1	0	2	1
Abcb10	51	35	10	9	21	20
Taf5l	62	48	15	16	19	31
Urb2	20	18	3	3	8	11
Galnt2	1	2	0	0	0	1
Pgbd5	3	0	0	2	1	0
Cog2	42	37	14	16	18	22
Capn9	0	0	0	0	0	0
X2310022B05Rik	86	49	25	15	28	34
Ttc13	67	42	13	18	20	22
Arv1	20	18	5	5	10	10
Fam89a	16	10	4	3	7	6
Trim67	1	0	1	1	0	0
X2810004N23Rik	278	181	98	82	127	123
Gnpat	106	62	17	22	34	30
Exoc8	22	18	2	2	6	5
Sprtn	39	12	9	3	6	12
Egln1	401	218	113	113	157	162
Tsnax	148	111	35	49	64	64
Disc1	0	0	0	0	0	1
Sipa1l2	25	9	3	2	8	13
Map10	0	3	2	1	1	1
Ntpcr	83	52	15	22	18	34
Pcnx2	0	0	0	0	0	1
Map3k21	3	1	0	1	0	0
Kcnk1	315	179	68	55	90	107
Slc35f3	1	2	1	0	0	0
Coa6	91	54	17	25	33	27
Tarbp1	17	7	8	4	2	3
Gm26759	8	8	2	2	5	3
Irf2bp2	209	119	48	41	58	71
Gm31718	0	0	0	0	1	1
Tomm20	2091	1270	481	428	726	703
Rbm34	124	84	43	47	52	49
Pard3	288	196	68	66	100	109
Nrp1	10	11	7	2	9	10
Itgb1	796	491	208	163	269	330
Ccdc7a	0	1	0	0	0	0
X2610044O15Rik8	31	26	6	11	12	6
Gm32856	6	9	2	1	4	5
Gm2897	0	0	1	0	0	0
D830030K20Rik	3	1	1	1	5	1
Gm2974	0	0	1	0	0	1
Gm3164	2	0	1	1	0	1
Gm8281	1	0	0	0	1	0
Gm3468	0	3	0	2	0	4
Gm3411	0	1	2	0	1	1
Gm3636	0	1	0	2	2	3
Gm3667	3	0	0	2	0	0
Gm10406	1	2	1	0	2	1
Gm3696	1	2	1	1	0	0
Gm3739	1	0	2	0	1	1
Gm3558	0	1	0	0	0	0
Flnb	156	98	43	30	59	56
Abhd6	78	56	15	12	31	21
Rpp14	96	53	18	22	33	30
Pxk	52	35	17	7	14	18
Pdhb	245	191	58	65	102	90
Kctd6	37	34	12	15	11	15
Fam107a	0	1	0	1	1	0
Oit1	52	42	4	9	13	20
X4930452B06Rik	51	37	16	13	13	20
Fhit	26	25	4	8	14	9
Gm3839	2	0	1	1	0	1
Ptprg	41	31	14	20	25	25
X3830406C13Rik	53	35	16	14	25	23
Fezf2	1	0	1	0	1	1
Cadps	7	2	0	2	2	2
Synpr	3	0	0	0	0	2
Thoc7	513	353	155	158	184	221
Atxn7	74	55	14	7	17	28
Psmd6	454	290	125	114	199	201
Il3ra	7	5	2	0	4	1
Slc4a7	128	98	37	49	41	65
Nek10	0	0	1	1	0	1
Lrrc3b	1	1	2	1	3	1
Oxsm	1	3	0	2	0	4
Ngly1	56	33	10	9	18	14
Top2b	439	294	131	111	142	198
Rarb	118	98	30	28	33	29
Nr1d2	57	42	15	7	16	17
Rpl15	11582	7367	2494	2326	3861	3756
Nkiras1	61	37	8	6	16	10
Ube2e1	413	274	105	93	154	172
Ube2e2	192	144	31	38	63	71
Gm2237	3	2	0	4	3	4
Nid2	31	21	3	6	9	8
Rtraf	1254	878	274	272	407	451
Gng2	38	30	23	14	19	18
Saysd1	78	60	18	19	25	23
Kcnk5	9	11	3	6	5	7
Gm48395	1	0	0	0	0	0
Kcnk16	3	1	1	1	0	2
Nudt13	24	20	8	11	5	13
Ecd	83	73	25	32	36	45
Fam149b	51	36	21	16	16	21
Gm30054	3	0	0	1	0	0
Dnajc9	295	192	88	82	123	119
Mrps16	449	308	102	96	146	160
Cfap70	3	6	1	4	1	1
Anxa7	279	195	34	36	84	84
Mss51	3	5	1	1	1	1
Ppp3cb	192	117	37	36	52	67
X1810062O18Rik	6	4	1	2	4	1
Usp54	27	19	15	13	14	13
X2810402E24Rik	72	50	20	20	34	34
Synpo2l	0	6	0	1	1	1
Sec24c	87	66	25	17	34	56
X6230400D17Rik	14	5	7	1	5	6
Fut11	58	35	13	14	18	17
Chchd1	557	402	143	149	222	189
Zswim8	126	82	30	21	40	37
Ndst2	17	12	6	9	4	7
Camk2g	42	39	15	13	29	26
Gm30108	1	1	0	1	0	1
Plau	2	0	2	1	0	0
Vcl	411	302	69	62	107	95
Ap3m1	114	78	27	21	44	43
Adk	96	83	31	43	41	49
Kat6b	120	92	23	24	38	45
Samd8	75	48	14	13	27	33
Vdac2	1034	618	257	228	351	314
Comtd1	50	38	14	11	20	15
A430057M04Rik	2	0	1	0	0	0
Zfp503	208	129	39	49	65	68
