meso_rep1	meso_rep2	meso_rep3	meso_rep4	meso_rep5	meso_rep6
Uba6	139	59	72	67	56	47
Tmprss11b	0	0	0	0	1	1
Ythdc1	630	295	353	269	211	213
Ugt2b34	0	0	1	1	2	0
Sult1b1	0	0	0	0	0	0
Csn3	4	0	2	2	0	1
Jchain	1	0	1	0	3	0
Utp3	973	403	436	435	296	305
Rufy3	52	20	25	29	17	21
Grsf1	231	123	126	119	78	86
Mob1b	203	86	92	93	59	64
Dck	92	34	38	34	20	25
Gm42912	2	0	2	2	0	0
Slc4a4	57	27	32	33	19	17
Gc	4	0	1	0	1	1
Adamts3	41	17	14	20	9	5
Cox18	94	35	50	42	26	29
Ankrd17	678	309	343	275	209	217
Gm9958	6	2	5	2	3	2
Alb	0	3	0	0	1	0
Afp	29	9	17	24	41	40
Afm	1	0	0	0	0	1
Rassf6	2	1	3	2	1	0
Cxcl5	4	2	3	1	1	1
Ppbp	0	0	0	0	0	0
Pf4	2	1	1	2	2	1
Cxcl15	1	2	0	0	0	0
Cxcl1	26	12	6	4	14	10
Cxcl2	0	0	1	0	0	0
Mthfd2l	149	55	56	45	31	34
Areg	50	5	5	6	6	4
Btc	1	0	0	0	1	2
Parm1	119	84	64	58	37	50
Rchy1	177	93	82	71	60	69
Cdkl2	10	4	6	6	3	9
Gm26582	4	0	0	2	3	1
G3bp2	968	388	475	404	322	310
Uso1	168	84	112	90	69	63
Ppef2	1	0	1	2	0	2
Naaa	12	10	9	10	4	4
Sdad1	225	117	108	122	88	91
Art3	0	0	1	2	0	0
Cxcl10	175	65	47	38	46	34
Nup54	228	71	106	84	63	73
Scarb2	110	65	73	61	34	34
Stbd1	120	71	39	45	39	48
Ccdc158	2	5	2	2	3	3
Shroom3	26	8	14	18	9	14
X4932430I15Rik	0	0	0	0	0	0
Sowahb	9	2	3	3	1	2
Sept11	1101	484	496	488	349	381
Ccni	613	279	293	292	192	185
X2010109A12Rik	48	23	20	15	9	14
Ccng2	164	98	80	67	66	60
Cxcl13	12	4	8	0	0	4
Cnot6l	221	106	97	85	62	70
Mrpl1	139	75	92	79	50	59
Fras1	28	17	23	30	19	25
Anxa3	58	25	24	35	22	24
Gm33370	0	0	1	0	1	2
Gm9484	9	6	0	4	6	1
Bmp2k	92	38	32	38	15	22
Paqr3	12	6	5	3	2	7
Naa11	0	0	1	0	0	0
Antxr2	63	26	27	17	22	18
Prdm8	3	3	0	1	2	0
Fgf5	24	0	14	14	3	6
X1700007G11Rik	1	0	0	1	1	0
Bmp3	22	15	8	4	5	4
Prkg2	17	9	13	8	3	3
Rasgef1b	43	17	28	18	6	10
Hnrnpd	1751	720	894	900	566	577
Gm17092	39	25	31	26	14	14
X4930524J08Rik	27	11	9	10	7	5
Hnrnpdl	1179	528	588	584	383	350
Enoph1	49	18	33	33	27	20
Tmem150c	5	0	1	2	0	1
Sec31a	372	179	212	191	122	108
X5430416N02Rik	115	55	60	52	47	45
Lin54	99	38	37	45	23	24
Cops4	710	312	322	306	266	246
Plac8	771	369	215	150	148	166
Coq2	144	65	69	66	57	50
Hpse	13	7	5	0	6	3
Helq	27	12	23	15	12	15
Mrps18c	480	201	224	239	160	143
Abraxas1	34	9	21	20	12	18
X4930458D05Rik	2	0	1	0	1	0
Gpat3	7	4	0	3	0	2
Nkx6.1	32	9	10	8	4	2
Cds1	6	2	3	1	1	3
Wdfy3	96	58	60	58	35	34
Gm29707	1	0	1	1	0	1
Arhgap24	29	22	18	12	5	8
Mapk10	2	2	1	1	0	0
Ptpn13	174	88	96	86	70	78
Aff1	53	16	23	19	6	8
Klhl8	10	5	4	1	4	3
Hsd17b11	57	32	27	29	33	22
Nudt9	170	102	77	70	63	52
Sparcl1	543	285	151	139	103	111
Spp1	89	32	41	30	37	16
Pkd2	124	49	43	45	33	26
BC005561	369	154	181	153	110	123
D930016D06Rik	36	19	19	14	17	13
Zfp951	5	6	2	3	1	5
Gbp8	12	4	2	2	5	2
Gbp9	19	9	6	8	5	7
Gbp4	9	3	5	3	4	5
Lrrc8b	26	16	11	10	9	12
Lrrc8c	63	24	27	28	14	18
Lrrc8d	36	12	20	16	14	12
Zfp326	578	228	266	225	182	191
Barhl2	4	0	2	1	3	0
Gm28050	13	4	5	4	3	3
Zfp644	607	268	312	304	202	222
Hfm1	4	1	1	2	2	1
Cdc7	60	38	41	37	24	25
Tgfbr3	134	42	84	59	54	56
Brdt	11	4	7	4	2	8
Ephx4	5	2	0	1	1	0
A830010M20Rik	16	4	13	2	3	4
X1700028K03Rik	1	0	1	1	0	0
Glmn	179	54	82	89	55	55
Rpap2	76	27	36	31	30	22
Evi5	257	124	122	119	90	93
Rpl5	12391	5485	5551	5453	4335	4203
Fam69a	62	30	22	25	21	16
Mtf2	372	148	205	194	141	148
Tmed5	230	105	120	83	58	69
Ccdc18	120	41	70	61	35	48
Dr1	154	40	61	48	41	37
Pigg	19	6	8	9	7	8
Gm42517	0	1	2	0	0	0
Pde6b	0	0	0	0	0	0
Atp5k	406	212	255	252	171	182
Pcgf3	126	42	59	58	52	43
Cplx1	0	1	1	0	0	0
Gak	83	28	35	46	17	28
Tmem175	50	25	25	18	19	18
Dgkq	12	2	5	3	8	5
Idua	15	7	7	1	7	5
Fgfrl1	65	26	22	24	17	24
Crlf2	103	43	41	48	30	42
X5430403G16Rik	15	8	3	9	2	4
X4930522L14Rik	14	9	10	10	5	15
A430073D23Rik	3	3	0	0	0	1
Gm26779	0	1	1	0	0	1
Gm26808	1	1	0	1	1	1
Gm15446	2	0	1	1	0	1
Zfp932	6	5	6	5	7	0
Gm17655	1	3	0	2	3	3
Gm35315	8	3	2	5	5	3
Plcxd1	4	2	2	3	2	0
Gtpbp6	69	43	38	31	27	23
Zfp605	22	13	14	11	9	12
Chfr	102	37	60	59	19	27
Golga3	98	54	47	57	45	50
Gm43137	0	0	1	1	1	1
Ankle2	108	58	61	50	34	29
Pgam5	72	33	41	33	24	31
Gm26718	0	2	1	0	0	0
Pxmp2	18	8	13	13	12	14
Pole	86	25	40	42	28	31
Lrcol1	0	0	0	0	0	0
Fbrsl1	79	38	42	48	26	30
Galnt9	1	0	0	0	0	0
Noc4l	111	34	60	49	39	47
Ddx51	36	19	20	11	12	11
Gm42595	7	5	10	5	4	3
Ep400	281	117	150	140	97	89
Gm15559	5	2	1	0	0	1
Pus1	90	40	41	37	36	30
Ulk1	77	36	43	41	30	27
Hscb	178	76	72	64	54	60
Chek2	60	29	36	28	20	19
Ttc28	205	130	78	91	55	44
Pitpnb	325	126	219	118	100	134
Gm43118	2	0	1	0	0	0
Mn1	35	18	13	13	11	10
C130026L21Rik	2	3	3	3	1	1
E130006D01Rik	6	3	2	3	2	4
Miat	3	2	0	3	2	0
Cryba4	0	0	0	0	0	0
Tpst2	83	34	42	34	21	28
Tfip11	42	24	34	35	28	26
Srrd	53	41	27	19	28	24
Hps4	64	39	45	33	25	32
Asphd2	21	21	11	6	6	13
Sez6l	4	0	3	0	1	3
Myo18b	4	0	0	0	0	0
Grk3	38	23	18	7	9	13
Crybb3	8	4	1	2	1	1
X2900026A02Rik	27	15	18	10	7	9
Tmem211	0	0	0	0	0	0
Sgsm1	23	11	17	12	7	13
Wscd2	21	9	7	6	3	4
Cmklr1	6	2	5	1	1	2
Ficd	16	8	5	6	5	4
Sart3	132	80	87	74	63	59
Iscu	338	120	175	126	120	93
Tmem119	118	73	42	43	41	29
Selplg	8	2	4	6	2	5
Coro1c	294	113	160	148	96	107
Ssh1	63	38	39	29	21	25
Svop	1	1	0	1	0	1
Usp30	25	15	16	13	12	8
Alkbh2	43	34	31	20	31	19
Ung	134	40	70	50	51	49
Acacb	1	0	2	4	3	0
Foxn4	1	0	0	0	0	0
Myo1h	3	0	2	0	1	0
Kctd10	131	50	60	62	61	68
Ube3b	80	24	50	34	31	29
Mmab	61	26	21	25	17	14
Mvk	121	54	61	50	46	44
Fam222a	11	16	20	14	3	13
Trpv4	2	0	0	1	0	0
Gltp	69	44	37	43	40	43
Tchp	50	17	33	38	22	21
Git2	87	46	50	40	30	26
X4930515G01Rik	1	1	0	2	2	0
Ankrd13a	110	58	56	50	35	36
X1500011B03Rik	30	17	22	13	15	14
X2610524H06Rik	310	137	124	95	76	61
Oasl2	42	21	4	14	17	18
Oasl1	1	0	0	0	1	2
X2210016L21Rik	268	147	150	132	108	92
Hnf1a	0	0	0	0	0	0
Hnf1aos1	0	0	0	0	0	1
Sppl3	174	80	92	75	70	78
Gm10401	2	0	1	1	0	1
Acads	184	102	103	118	98	77
Unc119b	90	36	51	42	19	41
Mlec	462	236	299	257	220	200
Cabp1	7	8	2	3	6	0
Pop5	313	112	166	184	134	109
Rnf10	455	162	212	220	121	125
Coq5	113	47	55	64	37	41
Dynll1	4217	1703	1939	1853	1384	1268
Gm13830	6	0	1	0	0	0
Srsf9	968	402	398	451	319	255
Gatc	47	20	34	34	26	22
Triap1	136	82	78	70	59	60
Cox6a1	1166	562	689	627	432	461
Gm42903	5	0	1	1	1	1
Msi1	51	17	27	35	23	19
Pla2g1b	12	3	3	3	4	2
Sirt4	19	7	7	9	5	7
Pxn	62	26	27	31	21	17
Rplp0	22290	10001	10015	9637	7409	7073
Gcn1l1	187	89	96	117	91	71
X1110006O24Rik	11	2	6	1	2	3
Rab35	143	57	62	65	40	42
Bicdl1	13	9	9	7	2	7
Cit	76	47	46	34	31	24
Gm14508	3	1	3	1	3	0
Prkab1	55	32	25	33	40	28
Gm13842	0	0	0	0	0	0
C330018A13Rik	0	3	0	1	1	0
Ccdc60	7	3	1	2	5	1
Hspb8	57	28	22	33	21	16
Srrm4os	4	1	1	0	0	0
Srrm4	7	1	3	4	2	1
Suds3	288	119	134	129	100	114
X9530046B11Rik	3	1	0	3	0	1
Taok3	74	39	42	39	36	26
Pebp1	2311	1017	1091	1098	866	829
Gm10399	5	8	2	3	0	3
Vsig10	31	19	9	11	11	7
Wsb2	145	56	59	54	42	34
Rfc5	257	93	128	112	78	87
Gm15728	8	6	5	4	4	2
Ksr2	0	0	0	0	0	0
Nos1	0	2	1	0	0	1
Fbxo21	108	54	67	44	38	35
Tesc	10	6	7	7	5	7
Fbxw8	96	38	56	62	39	32
Gm9754	0	0	1	1	0	1
Hrk	4	1	1	3	1	1
Rnft2	9	0	5	2	0	2
X2410131K14Rik	39	24	17	19	7	17
Med13l	263	107	115	113	75	76
Tbx3os1	39	26	13	9	5	7
Tbx3	248	118	81	67	49	63
Tbx5	16	1	2	7	3	8
Rbm19	76	25	30	47	22	16
Gm10390	0	0	0	0	0	0
Gm27199	1	3	0	0	0	0
Lhx5	7	3	7	4	1	2
Sdsl	12	3	3	5	8	7
Plbd2	139	59	60	35	40	34
Slc8b1	11	6	4	6	3	3
Tpcn1	66	28	32	30	21	24
Iqcd	8	5	1	3	1	1
Rita1	31	17	19	18	7	15
Ddx54	180	72	112	88	59	74
Gm43579	1	1	0	0	0	0
Cfap73	0	0	0	0	0	0
Rasal1	3	0	2	0	0	0
Dtx1	21	13	7	3	3	1
Oas2	0	0	1	1	1	1
Oas3	0	0	0	0	0	0
Oas1c	4	2	1	1	2	1
Oas1g	2	0	0	1	1	0
Oas1a	10	2	1	2	0	0
Oas1d	1	0	0	0	0	0
Rph3a	0	0	0	0	0	0
Ptpn11	311	148	166	170	114	101
Rpl6	12893	5916	6599	6154	4556	4638
Hectd4	46	23	20	26	16	16
Trafd1	85	40	49	37	30	34
Gm42918	2	1	1	1	2	0
Naa25	147	63	62	64	37	48
Erp29	985	441	421	466	327	361
Tmem116	7	4	2	4	3	3
Adam1b	2	0	2	1	1	1
Adam1a	0	1	0	0	0	1
Mapkapk5	10	2	5	7	4	1
Aldh2	298	124	129	126	70	72
Acad12	7	1	4	2	6	3
Acad10	5	1	6	3	4	2
Brap	61	27	29	34	17	31
Atxn2	318	127	136	141	104	84
Gm16552	5	2	4	4	1	1
Sh2b3	74	32	28	23	20	15
Fam109a	37	15	20	21	13	18
Cux2	11	6	2	5	5	5
Gm15637	0	0	0	0	0	0
Myl2	2	1	4	1	0	1
Ccdc63	2	2	0	1	1	0
Ppp1cc	898	417	418	368	266	298
Hvcn1	18	4	5	5	4	7
Tctn1	22	5	5	9	5	10
Pptc7	55	25	31	15	16	19
Rad9b	34	15	16	9	8	21
Vps29	577	226	262	229	223	188
Fam216a	239	97	134	109	101	100
Gpn3	120	36	69	58	44	43
Arpc3	838	395	341	354	294	268
Anapc7	164	83	78	68	51	70
Atp2a2	645	258	246	233	156	159
Ift81	156	67	70	67	53	47
P2rx7	1	0	0	0	0	0
P2rx4	36	24	12	12	16	22
Camkk2	51	29	20	24	15	23
Anapc5	776	352	331	319	254	272
Rnf34	112	55	60	55	45	54
Kdm2b	136	55	79	65	51	64
A930024E05Rik	5	5	7	3	3	2
Gm2479	0	0	0	0	0	0
Orai1	50	29	22	21	14	19
Morn3	0	0	0	0	0	1
Tmem120b	21	11	13	11	4	13
Rhof	4	5	3	4	1	3
AI480526	22	16	11	8	9	2
Gm38102	0	0	0	0	0	0
X4932422M17Rik	18	8	15	7	6	10
Setd1b	62	30	35	39	27	33
Psmd9	253	126	109	115	119	84
Gm43409	1	0	2	0	0	0
Wdr66	18	4	10	4	5	4
Gm15860	7	3	0	1	0	5
Bcl7a	80	37	50	42	35	21
Mlxip	40	15	24	19	13	18
Diablo	108	51	53	70	65	59
B3gnt4	3	1	6	2	1	0
Vps33a	42	29	16	16	20	13
Clip1	135	58	64	57	49	44
Zcchc8	101	52	66	56	24	36
Rsrc2	717	301	390	395	306	316
Kntc1	47	20	29	28	18	10
Denr	734	331	375	378	256	236
Ccdc62	7	2	4	2	5	2
Hip1r	7	7	11	8	3	7
Vps37b	87	50	50	41	36	48
Abcb9	2	0	0	1	2	0
Ogfod2	18	17	13	12	8	9
Arl6ip4	379	142	201	190	146	137
Pitpnm2	19	11	15	13	7	4
Mphosph9	60	16	29	31	16	15
X2810006K23Rik	100	60	52	64	54	38
Cdk2ap1	51	38	56	56	27	37
Sbno1	482	170	222	207	154	163
Kmt5a	423	175	252	235	163	151
Rilpl2	113	57	45	49	36	47
Snrnp35	78	30	35	35	38	31
Rilpl1	94	45	48	48	40	35
Tmed2	1278	591	547	526	384	388
Ddx55	79	45	39	37	31	34
Eif2b1	234	67	115	101	70	83
Gtf2h3	91	34	48	43	28	33
Atp6v0a2	70	33	33	32	26	20
Dnah10	0	0	0	0	0	0
Ccdc92	10	2	3	4	1	3
Zfp664	205	67	87	102	68	79
Rflna	36	13	15	13	6	6
Ncor2	197	83	113	71	51	69
Gm32585	1	1	0	0	1	1
Scarb1	53	27	33	32	31	27
Ubc	3713	1700	1299	1329	903	823
Gm10382	8	5	3	2	4	4
Dhx37	27	6	8	10	9	15
Bri3bp	280	135	135	125	84	89
Aacs	49	23	18	30	21	19
Tmem132b	1	0	0	0	0	0
Tmem132c	251	124	88	72	48	38
Slc15a4	23	17	21	11	14	11
Glt1d1	5	5	1	1	1	4
Tmem132d	3	0	1	0	0	0
X5930412G12Rik	27	13	14	10	13	5
Fzd10	21	10	13	9	4	8
Piwil1	1	0	0	0	0	0
Rimbp2	3	1	1	1	1	1
Gm42875	1	2	1	0	0	0
Stx2	43	27	29	27	16	17
Ran	4552	1926	2316	2290	1584	1633
Adgrd1	0	0	1	0	0	0
Sfswap	185	96	106	86	57	49
Mmp17	3	1	0	1	2	2
Zfp11	5	3	9	3	1	2
Mrps17	550	277	251	239	178	188
Nipsnap2	138	52	79	53	50	49
Psph	151	55	94	77	69	69
Sumf2	156	63	71	60	52	52
Phkg1	17	7	14	14	10	6
Chchd2	4119	2133	2565	2635	1964	1860
Zbed5	22	13	26	22	15	15
Nupr1l	9	3	4	3	3	2
Vkorc1l1	128	35	47	56	39	32
Gusb	107	45	36	49	35	28
Asl	76	39	55	45	50	32
Crcp	101	35	55	47	33	35
Tpst1	116	47	48	43	32	49
Kctd7	5	4	2	1	0	4
Rabgef1	55	26	27	28	12	19
Tmem248	183	68	101	78	71	53
Gm6598	6	2	4	4	4	3
Sbds	266	122	112	117	102	97
Tyw1	88	44	50	49	30	25
Caln1	4	1	1	0	4	2
Galnt17	18	13	13	7	2	2
Gm29681	0	0	1	0	0	0
Auts2	627	349	292	289	224	179
Gatsl2	30	10	19	20	11	10
Rcc1l	66	34	28	28	34	35
Gtf2ird2	8	6	7	2	3	2
Ncf1	1	2	0	0	0	0
Gtf2i	402	211	227	225	151	152
Gtf2ird1	100	57	57	62	46	42
Clip2	31	15	11	13	8	9
Rfc2	361	107	178	121	127	128
Lat2	1	0	2	2	1	1
Eif4h	1041	475	521	514	417	422
Limk1	40	13	11	5	14	9
Gm10369	5	5	1	3	4	1
Eln	123	49	19	14	18	14
Mettl27	72	36	30	18	30	27
Cldn4	19	14	5	5	18	8
Cldn3	17	10	8	5	10	4
Wbscr25	0	0	0	0	0	1
Abhd11	91	52	36	35	29	30
Stx1a	17	4	11	4	11	6
Bud23	238	87	114	111	83	90
Dnajc30	111	66	69	60	49	37
Vps37d	35	32	19	31	21	17
Mlxipl	1	4	0	0	0	0
Tbl2	34	14	23	6	17	21
Bcl7b	132	61	65	66	57	64
Baz1b	588	249	291	285	197	220
Fzd9	5	1	1	1	1	2
Fkbp6	1	0	2	0	2	0
Nsun5	38	16	14	16	12	17
Pom121	299	130	151	141	83	110
Hip1	163	71	94	88	48	84
Rhbdd2	72	35	32	24	29	27
Por	158	72	64	78	44	63
Tmem120a	156	74	70	70	48	51
Styxl1	2	1	0	1	0	1
Mdh2	983	452	503	457	376	353
Srrm3	11	6	0	3	1	1
Hspb1	861	291	190	255	190	185
Ywhag	423	181	210	195	146	137
Ssc4d	5	2	2	4	4	1
Zp3	0	0	0	0	0	0
Dtx2	75	44	41	34	29	24
Upk3b	1	0	21	26	17	29
Upk3bl	12	14	3	1	6	4
Rasa4	10	4	4	5	3	5
Polr2j	673	274	314	352	229	228
Lrwd1	109	41	70	55	32	42
Alkbh4	16	13	15	8	9	7
Orai2	11	14	7	6	3	1
Prkrip1	163	85	85	87	62	57
Sh2b2	21	8	9	9	10	6
Cux1	241	133	106	110	62	62
Col26a1	196	121	108	78	55	50
Ift22	135	51	66	57	51	42
X4933404O12Rik	13	8	6	4	2	3
Fis1	616	301	302	301	225	230
Cldn15	5	2	3	7	1	2
Znhit1	205	103	98	117	78	70
Plod3	99	66	51	69	50	40
Vgf	40	11	13	7	2	7
Ap1s1	202	112	97	91	75	77
Serpine1	436	185	77	67	68	101
Trim56	36	17	15	17	14	12
Muc3	0	0	0	0	0	0
Muc3a	1	0	0	0	1	1
Ache	8	7	6	6	3	1
Ufsp1	35	17	19	25	16	14
Srrt	366	148	176	171	124	128
Trip6	170	85	84	77	83	48
Slc12a9	16	11	15	8	8	8
Ephb4	34	22	21	19	15	24
Zan	1	0	1	1	1	0
Pop7	187	97	73	76	60	58
X9130604C24Rik	11	1	4	1	3	0
Gigyf1	85	28	38	37	37	29
Gnb2	1099	501	476	497	384	341
Actl6b	0	2	1	0	0	0
Tfr2	3	0	2	2	0	0
Mospd3	56	18	13	15	14	9
Pcolce	314	196	132	126	116	120
Fbxo24	1	0	0	0	0	1
Gm36266	4	1	2	1	0	0
Irs3	3	0	1	1	1	0
Agfg2	47	26	36	32	23	15
Nyap1	12	7	5	6	10	5
Tsc22d4	155	77	79	86	58	54
Ppp1r35	124	51	43	69	48	47
Mepce	115	54	77	56	37	44
Zcwpw1	60	30	25	40	27	25
Pilra	1	0	0	0	1	1
Pilrb1	0	0	0	0	0	0
Gm36551	1	0	0	1	1	1
Pilrb2	0	1	0	0	0	0
Cyp3a13	0	0	0	1	0	0
Zkscan1	76	35	35	28	38	24
Zscan21	68	36	36	40	22	15
Zfp113	30	12	26	20	16	11
Cops6	591	272	331	322	224	234
Mcm7	497	196	290	251	156	181
Ap4m1	78	43	45	45	37	29
Taf6	133	62	66	68	39	52
Cnpy4	117	40	50	54	41	45
Mblac1	6	7	2	5	6	7
Nxpe5	1	0	1	0	0	0
Lamtor4	438	203	215	208	150	158
BC037034	11	10	9	9	5	8
X6330418K02Rik	18	8	11	10	6	3
Gpc2	3	0	4	2	0	0
Stag3	6	5	3	3	6	0
Gm10874	5	4	2	3	0	1
Zfp157	44	19	30	18	17	24
Zfp68	133	54	52	52	37	46
A430033K04Rik	3	0	7	1	4	3
Fam20c	33	22	16	20	6	10
Pdgfa	212	89	97	83	52	55
X6330403L08Rik	6	4	5	3	2	0
Prkar1b	23	13	14	10	6	6
Dnaaf5	23	6	10	8	12	3
Sun1	82	52	38	43	32	22
Get4	190	97	154	116	77	100
Adap1	1	0	1	1	0	0
Cox19	200	99	119	109	79	63
X3110082I17Rik	90	45	45	53	38	40
Gpr146	4	2	3	3	2	5
C130050O18Rik	0	0	1	0	0	0
Gper1	4	3	2	1	0	0
Zfand2a	29	8	4	15	8	5
Uncx	5	3	1	0	2	0
Micall2	29	1	10	5	14	2
Ints1	71	28	46	41	35	35
Mafk	138	57	52	44	31	42
Tmem184a	1	2	2	3	1	5
Psmg3	119	51	76	66	56	45
Elfn1	6	1	2	1	2	1
Mad1l1	104	25	46	36	28	26
Nudt1	102	41	50	57	39	45
Mrm2	39	20	15	18	14	21
Snx8	57	15	19	18	19	16
Eif3b	547	225	323	278	197	207
Chst12	29	20	17	14	14	18
Grifin	3	1	1	0	2	0
Lfng	30	10	7	8	6	3
Ttyh3	96	60	56	58	45	42
Iqce	24	13	17	15	7	15
Brat1	10	3	6	9	4	4
Amz1	3	1	1	2	1	1
Gna12	101	40	51	49	28	34
Card11	1	0	0	0	0	0
Sdk1	34	19	19	9	9	8
Foxk1	56	17	20	27	21	23
Ap5z1	15	4	14	5	6	7
Radil	14	11	9	5	5	1
Papolb	4	0	0	0	2	2
Mmd2	0	1	0	0	0	0
Wipi2	199	77	100	73	47	68
Slc29a4	8	0	0	4	1	3
Tnrc18	152	65	72	48	54	43
Fbxl18	52	16	31	23	20	17
Actb	12518	5331	5914	5565	4203	4373
Fscn1	731	270	313	302	213	224
Rnf216	168	81	75	69	56	47
Olfr718.ps1	0	0	0	0	0	0
Rbakdn	3	0	2	2	3	2
Rbak	13	15	6	15	5	11
Spdye4a	0	0	0	0	0	0
Zfp12	12	4	10	6	8	11
Zfp316	16	14	14	13	16	9
BC030343	2	0	1	1	0	2
Zfp853	7	3	1	0	4	2
E130309D02Rik	61	29	40	34	34	28
Zdhhc4	60	31	27	34	26	26
X0610040B10Rik	31	22	11	16	14	7
Kdelr2	885	443	428	452	360	328
Daglb	28	14	12	15	14	6
Rac1	985	385	463	448	291	325
Fam220a	157	63	54	51	52	62
Cyth3	164	106	73	86	43	62
Usp42	85	43	44	39	19	35
D130017N08Rik	6	2	6	3	1	3
Eif2ak1	111	46	65	41	32	44
Ankrd61	1	1	1	1	0	0
Aimp2	216	95	122	126	91	95
Pms2	68	30	35	33	22	17
Rsph10b	1	0	0	2	0	0
Ccz1	181	61	69	71	56	66
Lmtk2	45	20	15	16	13	12
Bhlha15	1	0	2	2	1	0
Tecpr1	39	18	26	23	18	18
X2900089D17Rik	4	4	7	2	2	4
Bri3	1389	622	637	655	507	492
Baiap2l1	30	14	21	19	14	12
Nptx2	28	10	10	11	9	8
Tmem130	0	0	0	0	0	1
Trrap	216	82	120	108	67	81
Smurf1	74	26	32	36	25	18
Arpc1a	675	260	307	292	223	224
Arpc1b	705	275	256	254	160	206
Pdap1	1675	781	1004	906	657	677
Bud31	393	166	216	206	132	158
Ptcd1	19	13	16	20	11	13
Cpsf4	64	27	42	36	37	29
Atp5j2	1561	806	985	1008	662	612
Zkscan14	29	4	12	15	5	8
Zkscan5	42	15	20	15	9	12
Zfp655	132	55	61	55	44	40
Zscan25	2	3	4	4	2	1
B230303O12Rik	2	1	0	1	0	1
Gm43625	0	0	3	0	0	2
Rnf6	218	87	94	78	57	66
Cdk8	227	100	113	106	76	85
Wasf3	45	29	24	23	8	16
Usp12	94	48	60	47	43	33
Rpl21	3337	2143	2271	2247	1851	1746
Rasl11a	148	62	71	38	28	32
Gtf3a	231	106	119	121	93	84
Mtif3	41	17	26	17	23	21
Lnx2	11	6	3	3	6	5
Polr1d	1428	616	586	580	430	453
Pdx1	0	1	0	0	0	0
Cdx2	30	6	18	12	11	10
Flt3	0	0	0	0	0	0
D5Ertd605e	2	0	2	0	0	1
Pan3	138	55	71	68	37	48
Flt1	151	49	60	59	37	40
Pomp	1236	501	656	572	463	422
Slc46a3	4	3	2	4	2	2
Gm15721	0	0	0	0	0	0
Mtus2	37	17	13	13	16	18
Slc7a1	83	35	37	42	22	34
Ubl3	310	125	132	112	67	79
Katnal1	53	29	25	24	15	25
X5930430L01Rik	4	1	2	4	4	4
Hmgb1	1423	669	826	871	578	552
X5730422E09Rik	2	1	1	3	0	0
Gm43332	0	0	1	1	0	0
Uspl1	87	52	59	59	29	45
Alox5ap	3	4	2	1	2	2
Medag	5	5	2	0	0	3
Tex26	3	5	5	1	0	1
Wdr95	0	0	0	0	0	0
Hsph1	242	111	118	108	66	56
Gm20005	1	0	1	3	1	0
B3glct	64	36	28	38	30	29
Rxfp2	0	1	0	0	0	0
Fry	24	7	10	16	11	17
Brca2	137	64	68	67	45	42
N4bp2l1	13	7	7	9	4	3
Gm43598	7	2	1	2	2	1
Gm43597	4	1	7	7	2	1
N4bp2l2	333	161	192	221	120	149
Pds5b	281	139	157	126	89	85
Stard13	17	12	9	8	5	3
D730045B01Rik	16	6	5	4	3	1
Rfc3	233	104	138	146	88	102
Samd9l	6	5	3	2	2	1
Hepacam2	2	2	2	0	0	1
Vps50	59	33	36	29	18	29
Calcr	1	0	0	1	2	0
Tfpi2	1	0	0	1	0	1
Gng11	124	78	70	49	53	34
Bet1	268	100	136	141	81	83
Col1a2	2990	1564	1052	1003	787	905
Casd1	99	45	61	47	36	45
Sgce	232	117	119	104	92	95
Peg10	892	286	698	538	451	439
Ppp1r9a	114	61	58	50	32	46
Pon1	3	1	3	1	1	0
Pon3	4	1	4	4	1	1
Pon2	70	35	36	28	30	15
Asb4	79	27	62	56	44	41
Pdk4	6	0	2	4	0	3
Dync1i1	3	2	0	0	0	1
Slc25a13	115	64	81	73	39	38
Sem1	1976	1022	1108	1080	766	729
Dlx6os1	1	4	2	1	0	1
Dlx5	2	3	5	3	2	1
Sdhaf3	107	35	47	42	28	29
Tac1	25	16	14	6	1	3
Asns	374	164	167	162	127	134
C1galt1	103	45	45	51	37	36
Mios	79	26	40	33	25	24
Rpa3	265	98	93	116	61	57
Umad1	13	11	10	5	5	5
Glcci1	5	5	1	0	2	1
Ica1	8	6	11	4	5	6
Nxph1	1	0	0	0	0	0
Ndufa4	2255	959	1206	1145	805	757
Phf14	476	211	281	283	180	197
Thsd7a	31	11	10	15	5	7
Tmem106b	135	73	67	60	48	51
Tmem168	87	55	52	44	27	33
Bmt2	108	49	52	39	25	28
Gpr85	5	5	3	2	3	1
X2610001J05Rik	182	60	56	58	58	52
X1110019D14Rik	8	1	4	7	9	5
Foxp2	137	68	52	49	35	29
Mdfic	40	19	14	9	19	11
Tfec	1	1	0	2	0	0
Gm4876	4	1	1	3	0	0
Tes	167	65	63	64	46	58
Cav2	6	1	2	3	0	0
Cav1	54	30	13	11	8	12
Met	9	4	1	6	5	2
Capza2	884	370	341	334	245	243
St7	54	30	33	33	16	15
Wnt2	87	9	37	37	35	24
Asz1	1	0	0	0	0	1
Cftr	0	2	0	4	3	1
Cttnbp2	70	60	42	29	28	30
Gm15594	1	1	0	0	0	1
Gm26809	1	0	0	0	1	0
Gm20186	8	4	3	1	1	4
Lsm8	565	221	239	253	162	174
Kcnd2	2	5	5	1	2	2
Tspan12	91	38	34	39	18	27
Ing3	159	68	65	61	48	40
Cped1	67	50	27	29	16	16
Wnt16	11	5	3	2	2	3
